ID,Majority protein IDs,Gene_name_canonical,Nov27_clusters
1499,Q9NRW7;A0A2R8YD95;A0A2R8YE10;B7Z360;A0A087WU65;B7Z5E4;A0A1B0GXI6;A0A2R8YF01;B7Z1J7;A0AR27;B7Z5D4;Q5T4Q0,VPS45,early_endosome
1500,Q9Y484;A0A024QYX1;A0A024QYW6;C9JYH8;A0A0U1RQR1;C9J0A8;G8JLI5;A0A0U1RQM7;C9J471;A0A0U1RQG6;H0Y329;C9JBX7;C9J7Q8;C9J5L0;C9JUS5,WDR45,cytosol
1501,Q9Y4E6,WDR7,early_endosome
1502,K7ERW0;A0A024R7E1;Q9BWQ6;K7EIP7;K7ENM8,YIPF2,early_endosome
1503,A0A024R6B9;O14678;A0A024R6G8;A0A024R6C8;B7Z4V6,ABCD4,ER
1504,A0A024RCV5;Q99943;Q9HBM8;Q71VH6;B4DRH1;B3KPH3,AGPAT1,ER
1505,Q9NRZ7;B4DUA6,AGPAT3,ER
1506,Q96F25,ALG14,ER
1507,Q9UKV5;A0A024R6R5;Q1RN03,AMFR,ER
1508,O75787;B7Z4S4;A0A1C7CYW4;A0A1B0GVW0;A0A1B0GVB9;A0A1B0GUT7;A0A1B0GWJ8;A0A1B0GTB0;B7Z1I9;H7C3E1;A0A1B0GTU8;A0A1B0GVC7;B7Z413;A0A1B0GU12;A0A1B0GWD6,ATP6AP2,ER
1509,A0A669KB27;A0A669KBH7;A4D0R4;E9PAJ1;Q9UHQ4;B7Z2L0,BCAP29,ER
1510,Q12981,BNIP1,ER
1511,B4DHJ7;Q53HF4;F6RP06;Q66K24;A0A0J9YW18;Q6NVY4;Q12983,BNIP3,ER
1512,O14523;Q6DHX1;E9PK05,C2CD2L,ER
1513,P49069;A0A7I2V518;A0A7I2V377,CAMLG,ER
1514,A1QKJ6;Q96NT0;F8WCZ3;B8ZZ99,CCDC115,ER
1515,Q53HG9;O95067;Q7Z4Z4;Q5U0M0;H1UBN3;H0YMP3,CCNB2,ER
1516,P27544;Q5XG75;B4DE47,CERS1,ER
1517,A0A140VKG2;O14967;A8K454;B4DRG2,CLGN,ER
1518,Q6NUQ2;Q96JQ2;A1A4B9;A0PJD0,CLMN,ER
1519,Q6UW02,CYP20A1,ER
1520,Q8IWC8;P98153;B7Z8B7;F6SYP7;B7Z3T5;Q5CZ70,DGCR2,ER
1521,Q8TBM8;A0A024RDI9,DNAJB14,ER
1522,Q9NVK5,FGFR1OP2,ER
1523,A0A090N7V8;Q9NWM8;H7C1Z9;H9XW20,FKBP14,ER
1524,Q53EP0,FNDC3B,ER
1525,Q12841;B4DTZ8,FSTL1,ER
1526,Q0VGA7;O00258;H7BYE5;H7C384;B7Z1T1;A0A3B3ISE9;A0A3B3ISE5,GET1,ER
1527,Q96CP6,GRAMD1A,ER
1528,P28799;B4DJI2;K7EKL3;K7EQ05;B4E1G5,GRN,ER
1529,Q4G148,GXYLT1,ER
1530,A0A7P0Z481;A8KA27;A0A024RAP2;P04035,HMGCR,ER
1531,Q53FK2;A0A140VK72;P48723;B3KY30;B4DQX6,HSPA13,ER
1532,Q9BT40;B7Z4V9;C9JZB0;B7Z8U3,INPP5K,ER
1533,Q9NXV2,KCTD5,ER
1534,K7ERC8;A0A024R292;Q06136;K7EQS7,KDSR,ER
1535,A0A024RBB9;Q9Y2U8,LEMD3,ER
1536,O75427,LRCH4,ER
1537,Q8N5G2,MACO1,ER
1538,Q9NQG1,MANBAL,ER
1539,B0AZU0;Q6ZWT7;B7Z3I3;H7C5D1,MBOAT2,ER
1540,Q99735,MGST2,ER
1541,A2RRP1;G1UI26;H0Y5G7,NBAS,ER
1542,Q5SWX8;A0A024R973,ODR4,ER
1543,B7Z8E7;Q13438,OS9,ER
1544,A0A499FI48,PDIA4,ER
1545,Q8NEN9,PDZD8,ER
1546,Q99640;Q0IJ49;B4DZM6,PKMYT1,ER
1547,A0A024R2P4;Q8NAT1,POMGNT2,ER
1548,A0A024R7X6;Q8IZV5,RDH10,ER
1549,X5DR89;Q6NUK4;A8K1R1;X5DP57,REEP3,ER
1550,B2R6C4;Q00765;B7Z6B3;B7Z2A3;E2QRG8,REEP5,ER
1551,Q6NUM9,RETSAT,ER
1552,Q16799;Q2NKQ5,RTN1,ER
1553,H3BSM7;A0A024QZE6;Q96GQ5;H3BR29;B4E381,RUSF1,ER
1554,Q86SK9;Q9BSN4,SCD5,ER
1555,Q8WU76;A0A087WUD7,SCFD2,ER
1556,Q9BRV8,SIKE1,ER
1557,Q53GS2;O14975;G3V1R7;B3KW19,SLC27A2,ER
1558,X6R3N0;Q5K4L6,SLC27A3,ER
1559,Q14BN4,SLMAP,ER
1560,A0A7P0TB24;H7C1Q6,SMPD4,ER
1561,O95210;B3KMK8;B4DK68,STBD1,ER
1562,Q2TAB5;P56962;Q6NSC7;B3KTA5;E9PIC2;B4DJ69,STX17,ER
1563,Q03518;A0A140T9T7;A0A1V0E3Y2;A0A1V0E3X9;A0A0S2Z5A6;X5CKB3;A0A1V0E3W5;A0A1V0E3X7;B2R9F3;Q6QWC0;A0A1V0E3X4;Q6QWC1;B7Z7P4;A0A0S2Z4R8;A0A2R8Y4Y0,TAP1,ER
1564,Q6NXT6;B4DJJ3;A0A024R9S6,TAPT1,ER
1565,Q8IWB9;A0A087WVA8;B3KR82;J3KRZ8;Q2YDX6,TEX2,ER
1566,Q8WUY1;H0YAR9,THEM6,ER
1567,A2VDJ0;B3KU55,TMEM131L,ER
1568,Q9NX61;K7EPA3;K7EQ34;K7EQE7,TMEM161A,ER
1569,Q96SK2;A0A140VJX5,TMEM209,ER
1570,Q96HV5;H7BXL1;F8WDE2,TMEM41A,ER
1571,A0A087WZT2;Q6UX53,TMT1B,ER
1572,A0A024R943;Q9H497,TOR3A,ER
1573,Q9NV66;A0A087WUV9;Q6NUM6;B4DW16,TYW1,ER
1574,Q9Y385;B4DUF8,UBE2J1,ER
1575,Q14139;B4DK32,UBE4A,ER
1576,A0A087WV67;A0A087WT23;O00124;B4DKK1,UBXN8,ER
1577,Q16880,UGT8,ER
1578,Q9NZ43;G8JLK1;M0QYT5,USE1,ER
1579,Q8TEY7,USP33,ER
1580,Q9HBM0,VEZT,ER
1581,A0A0S2Z6I4;Q9BQB6,VKORC1,ER
1582,Q8NBI6;A0A140T9D0,XXYLT1,ER
1583,P61129;Q6ZN12,ZC3H6,ER
1584,Q5T4F4,ZFYVE27,ER
1585,Q9UKA4,AKAP11,ER
1586,A0A3B3IS90;Q2TAA5;A0A7P0T8Y4,ALG11,ER
1587,A0A7P0TAH1;A0A7P0T8R5;A0A7P0T9H5;Q59H30,ATF6,ER
1588,A0A0S2Z5A2;Q53F53;A0A0S2Z5B0;Q8WXF7;A0A0S2Z5B4;Q6IAK1,ATL1,ER
1589,Q6Y288,B3GLCT,ER
1590,Q14667;Q08E86;K7EQ86,BLTP2,ER
1591,A0A1U9X7F2;O95873;A0A1U9X7G1;A0A1U9X7F9;Q9UMP7;A0A1U9X7F5,C6orf47,ER
1592,Q01850;H3BU23,CDR2,ER
1593,Q92903;A0A024RDG8,CDS1,ER
1594,A0A0C4DFY7;Q6UWW8;H3BUA3,CES3,ER
1595,A0A024R5U9;Q6PJW8;A0A024R5P7,CNST,ER
1596,Q05707;A8KAL5;J3QT83,COL14A1,ER
1597,A0A024RDW8;P08572;B4DH43,COL4A2,ER
1598,A0A0A0MR74;O75907,DGAT1,ER
1599,Q96LJ7;H0YNC2,DHRS1,ER
1600,O75911;Q53HI7,DHRS3,ER
1601,A8K8W4;Q9Y2G8;Q5TDH4;Q5TDG9;B3KN62,DNAJC16,ER
1602,A0A2X0TVX1;Q96HP0,DOCK6,ER
1603,K7ELH8;Q6ZPD9,DPY19L3,ER
1604,Q9BZQ6,EDEM3,ER
1605,Q9NZJ5,EIF2AK3,ER
1606,Q9BV81,EMC6,ER
1607,Q5NDL2;B4E243,EOGT,ER
1608,Q8IUS5,EPHX4,ER
1609,Q9NZ08;A0A024RAR8;A8K6H1;A0A0A7E6I2;A0A0A7E7X3;A0A0A7E6D8;A0A0A7E6P9;A0A0A7E7W5;A0A0A7E6D4;A0A0A7E6P0;A0A0A7E7S5;A0A0A7E7T3;A0A0A7E6P4;A0A0A7E6J5;A0A0A7E7W9;A0A075BSP6;A0A075BW43;A0A075BV59,ERAP1,ER
1610,O75460;A0A7P0TAB0,ERN1,ER
1611,B2RD00,ERO1B,ER
1612,H0YH69;A0A5K1VW28;Q9HBU6;Q659C5,ETNK1,ER
1613,Q6NUL1;D3DR24;Q93063,EXT2,ER
1614,A0A0A0MR51,FADS1,ER
1615,B3KQQ0;A0A090N8P3;O95302;B7Z1U8;B7Z230,FKBP9,ER
1616,A0A024R1H0;Q8IWF2,FOXRED2,ER
1617,B2RC53;Q495W5,FUT11,ER
1618,Q9HCG7,GBA2,ER
1619,B2R7B1;Q9NZC3;A0A024QYU1,GDE1,ER
1620,B2R6X8;O43292;E9PPZ9;E9PLV6;E9PQ31,GPAA1,ER
1621,A0A024RDG5;Q53EU6,GPAT3,ER
1622,Q6IC98,GRAMD4,ER
1623,P08236;B2R6X2;B4DTH9,GUSB,ER
1624,A2VCT9;A0A5A4M3I4;A0A5A4M064;A0A5A4M082;A0A5A4M0B6;A0A5A4M0B9;A0A5A4M0F0;A0A6B7G3Q5;A0A7G7XYL2;A0A173ADR8;A0A5A4M0Q0;A0A678ZDV8;A0A5A4M2A2;A0A678ZEJ7;A0A5H2URV3;A0A5H2URY1;A0A6B7G419;A0A5H2UXE3;A0A5H2UXQ0;A0A5H2UXR0;A0A5H2UXR5;A0A182ATM8;A0A5A4M059;A0A2S0RR36;A0A2S0RR52;A0A5H2UGM1;A0A649ZUG7;A0A5A4M2N1;A0A649ZUC3;A0A5H2UGF9;A0A5H2UDL1;A0A6B7G3S1;A0A7S5L7K1;A0A5H2UFY2;A0A411NK15;A0A2S0RR45;A0A0U5PUG6;A0A0U5Q200;A0A6B7HFY3;A0A5P8I427;A0A6B7HFU5;A0A5P8I419;A0A2S0RR51;A0A5A4M287;A0A5H2UXS4;A0A0G4PZ06;A0A6B7HFT0;A0A6B7HF76;A0A5H2URW3;A0A6B7HFA9;A0A6B7HFB2;A0A5H2URZ0;A0A6B7HFB7;A0A6B7HFR0;A0A5H2URZ8;A0A6B7HFS1;A0A6B7HFR8;A0A6B7HFS6;A0A6B7G0X0;A0A6B7G0V7;A0A5H2UTM8;A0A5H2UTN2;A0A5H2UXD7;A0A5H2V005;A0A5H2UX56;A0A6B7G4F0;A0A6B7HFR2;A0A5P8I404;A2AAZ0;A0A5H2UZM4;A0A1Z1XFJ8;A0A6B7G497;A0A142J2I2;A0A5H2UZR4;Q67AI7;A0A7T8EHU3;Q67AI8;Q67AJ0;A0A678ZE69;Q67AI9;A0A5H2UXS8;A0A5A4M270;B4DIN3;A0A5C0ZS10;A0A5H2UZZ8;A0A678ZE32;A0A6B7G3H4;A0A2S0RR65;A0A5H2UFW3;A0A6S6WU54;A0A6B7KR72;A0A6B7G0I5;A0A678ZEM2;A0A6B7G1Q6;A0A678ZTY9;A0A678ZU24;A0A678ZVE4;A0A678ZWX8;A0A678ZVF0;A0A7D5CA68;A0A5H2UGL0;A0A678ZUX6;A0A6B7G1G6;A0A678ZFN3;A0A6B7G1F2;A0A345F0V9;A0A6B7HFY9;A0A6B7HFZ8;A0A5P8DHZ8;A0A5A4M3J5;A0A6B7HG04;A0A6B7G194;A0A7S5GRV2;A0A6B7G1U7;A0A6B7G0V4;A0A678ZFR7;A0A678ZTP5;A0A678ZTG4;A0A678ZJ26;A0A0G4PZJ2;A0A678ZIJ3;A0A678ZI35;A0A678ZFS6;A0A6B7G0M2;A0A6B7G0R4;A0A678ZFK1;A0A182AUA9;A0A6B7G0S3;A0A6B7G1P1;A0A678ZWZ6;Q5SU54;A0A7R8ND50;A0A6B7G2D7;A0A6B7G0S5;A0A6B7G0T3;A0A6S6WXH0;A0A6B7G2J0;A0A678ZED1;A0A6B7G181;A0A5H2UDD7;A0A5H2UDW4;A0A6B7G0Y7;A0A5H2UE24;A0A5A4M4E8;A0A6B7IB85;A0A7S7YJM2;A0A6B7IAG0;A0A6C0SGN6;A0A6C0SEH5;A0A6B7HFW8;Q5Y7A9;Q5Y7D6;A0A678ZTX7;A0A5A4M6F7;A0A5A4M0I6;A0A5H2UE63;A0A678ZTR9;A0A6B7HHB6;A0A6B7G0W3;A0A5H2UDJ8;A0A678ZTQ6;A0A5H2UD62;A0A5A4MDU0;A0A5A4M6G7;A0A6B7G0Z8;A0A6B7IDC8;A0A5H2UD22;A0A6B7HHA8;A0A6B7G135;A0A6B7G1C1;U3PXY6;A0A6B7KQF3;A0A6S6WWD8;A0A6B7HH73;W8WHV4;F8LFZ3;A0A6B7G0N2;S6CQS6;U6EFS3;U6EG31;V6BQS3;A0A4Y5ULD6;A0A455JWJ0;A0A455JWM6;A0A059XNA8;A0A455JWL4;S6CPW3;A0A455JWD8;S6CQA6;S5GDK0;S6CPW2;A0A455JWA9;S6CPZ9;A0A7U3NFY0;A0A455JWA4;I4EPK8;N1JVU8;H9BWE7;A0A5J6VAI9;A0A0G4PYQ3;A0A6B7G0W5;F2XI67;A0A6B7G1F6;A0A6H0YWW3;F8LFY9;E7BCL4;A0A3S6RH24;A0A5H2UZV7;A0A678ZIA3;A0A5H2URX4;A0A6B7G121;F8LFZ1;I4EPK9;E7BDD9;F8LFZ2;F8LFZ4;A0A6B7G0Q2;I4EPK7;I4EPK4;A0A142J2I3;I4EPL0;A0A455JUI9;A0A493QPE0;A0A090KKE5;A0A0U5KKD5;A0A2S0RR73;A0A142J2Y0;A0A6B7HF88;A0A2S0RR48;A0A182ATY6;A0A6B7G1L5;A0A0U5PUZ6;A0A5P8NK23;U3PYN7;A0A3S6RJ21;A0A5H2UZV0;A0A5H2UZN6;A0A493QPC7;A0A5H2UT16;A0A5H2UGN9;A0A5H2UXF7;A0A5H2UXF5;A0A6M8DJG7;A0A0G4PZH7;A0A3S6RH19;A0A3S6RGZ5;A0A3G2I6J1;A0A2S0SYV6;A0A678ZV90;U3Q055;A0A0U5Q221;A0A678ZE02;A0A0U5II17;A0A3S6RH21;A0A3G2I6N7;A0A5C0C6F6;A0A3S6RGZ0;A0A3S8TKM3;A0A7S9YU75;A0A0G4PZH2;A0A0U5PUH9;A0A0U5PZ81;A0A5P8NFE0;A0A182AT06;A0A0U5Q120;A0A3S6RH06;A0A0U5QLX2;A0A1W2HCN1;A0A142L066;A0A182AT43;U3Q232;A0A6S6WXM4;A0A2S0RR44;A0A6S6WVU1;A0A6B7G1N8;A0A6S6WV52;A0A493QPD2;A0A348AXX1;A0A493QPC5;A0A5A4M046;A0A090KFZ1;A0A678ZTM4;A0A386RVZ8;A0A0G4PZJ0;A0A455JUT5;A0A455JSY9;A0A3S6RJB2;A0A3S6RJA4;A0A3S6RJ93;A0A3S6RIZ9;A0A3S6RH90;A0A455JW65;A0A3S6RH89;A0A3S6RH84;A0A3S6RH71;A0A3S6RH59;A0A3S6RH39;A0A3S6RH36;A0A3S6RH34;A0A493QPE2;A0A678ZWT1;A0A4P2SUD0;A0A5H2UG82;A0A678ZIH3;A0A5A4M0H6;A0A4P2STT4;A0A678ZHW2;A0A455JXE6;A0A5H2UXV3;A0A5H2UGX1;A0A5H2UTV6;A0A5C0NRA1;A0A5A4M3F3;A0A0G4PYP9;A0A678ZV50;A0A678ZIF1;A0A5A4M0M3;A0A678ZI61;A0A678ZVB1;A0A678ZVC3;A0A5A4M0D8;A0A2I7FRL6;A0A6B7G0Q4;A0A6B7G2E6;A0A142L067;A0A6B7IDH1;A0A6B7G4H0;A0A5A4M493;A0A6B7IB78;A0A5H2UWV3;A0A5H2UE09;A0A514YDS6;A0A5A4M0Y9;U3PYP0;A0A678ZED8;A0A5A4M0L4;A0A5A4M081;A0A5H2UTS2;A0A5H2UG65;A0A5A4M0K7;A0A5H2UFX4;A0A5A4M2I1;A0A5H2UZW2;S6CQA4;A0A455JT56;F8LFS7;D9UAX1;F8LFY7;F8LFY5;F8LFY4;F8LFY2;F8LFY1;F8LFY0;C7FF12;A0A5A4M0G6;S6CQS2;I4EPJ8;A0A0F6TL75;A0A6B9HC35;I4EPJ5;A0A2S0RR42;A0A2S0RR37;I4EPK3;I4EPK1;I4EPJ4;A0A6B7IB83;A0A6B7ICJ8;U3Q224;A0A5H2UT45;A0A455JWD7;A0A4P2SSC2;Q67AJ2;A0A0G4PZK1;Q67AJ1;A0A5H2UT79;U3PXY2;Q30098;O19506;A0A173ADK8;I4EPK2;I4EPK0;A0A678ZE06;A0A2S0RR40;A0A7U3RTW1;S6CQS3;S6CPZ8;A0A2S0RR61;A0A6S6WXN0;S6CQA5;S6CR98;U3Q5I2;Q5Y7B2;A0A2S0RR49;A0A455JUL9;A0A3S6RH18;A0A411J0C5;A0A3S6RJE3;A0A3S6RIZ3;A0A3S6RH51;A0A3S6RH31;A0A2S0SYS0;S6CPW0;A0A5P8NFB3;A0A0U5IHV9;A0A4P2SSJ4;A0A182AU51;A0A7T8EI05;A0A0I9N852;U3PXZ0;A0A4V0NPC4;A0A125R6G7;A0A4Y5R165;A0A7H0XMC7;Q30097;A0A6V6XZ93;O19764;A0A173ADJ1;A0A173ADI6;A0A7T8G1N7;A0A4P8YWR8;A0A2S0RR41;A0A6S6WUU5;A0A6S6WV45;Q30093;K4Q467;A0A6C0SER8;A0A7D5G7L1;Q5Y7B5;U3Q059;A0A0U5PZJ8;Q5Y7D0;A0A7S5GSF8;A0A173ADJ2;A0A5P8NFA3;A0A6B9HSY8;A0A455R5K0;A0A678ZE05;A0A059WJG5;A0A173ADK0;A0A6B7G4D5;A0A678ZEK7;A0A5A4M3G2;A0A678ZFY1;A0A1W2HC19;A0A6B7HHC0;A0A678ZWW6;A0A678ZX02;A0A6B7G173;A0A6B7G1A2;A0A6B7HFU0;A0A6B7G1B3;A0A6B7G480;A0A6B7HFC0;A0A6B7HH85;A0A5H2UD31;A0A5H2UDF3;A0A678ZIR8;A0A6B7G381;A0A5H2UZQ3;A0A6B7G1H5;A0A5H2UDC9;A0A5H2UDA7;A0A650AU12;A0A5A4M471;A0A6B7G170;A0A5A4M3N6;A0A6B7G0U6;A0A5P9VNR9;A0A678ZI81;A0A678ZWZ0;A0A7S5L7M4;A0A5H2UDV6;A0A5A4M0N2;A0A2R3U9Y7;A0A5A4M0J5;A0A0G4PZ10;D9UAW1;A0A0G4PZI2;A0A0D6K9D6;A0A6B7IDF5;A0A5A4M0C2;A0A678ZV06;A0A678ZU90;A0A5A4M0A3;A0A1W2HCH9;U3PYN1;A0A5A4M0I7;A0A5A4M6E6;A0A6S6X6E9;A0A5A4M0H2,HLA-DQB1,ER
1625,H7C0T2;Q6GPH6,ITPRIPL1,ER
1626,P55268;Q15483,LAMB2,ER
1627,Q643R3;B7ZM32,LPCAT4,ER
1628,O94898,LRIG2,ER
1629,A0A140VJE4;P54802,NAGLU,ER
1630,Q92791;B4DVZ5;K7ERA3,P3H4,ER
1631,Q96AQ6;B4E1J0;B4E0K4;B4DV94,PBXIP1,ER
1632,Q13370;A7E2E5,PDE3B,ER
1633,Q9H3S5,PIGM,ER
1634,Q8TEQ8,PIGO,ER
1635,Q13563,PKD2,ER
1636,A0A384DVU0;Q8IY17,PNPLA6,ER
1637,A8K3W7;Q9Y2G5;H7C2T5;A0A0C4DGX7,POFUT2,ER
1638,Q9UKY4;Q6AHY3;Q59GJ5,POMT2,ER
1639,E9PI08;Q9Y256;E9PPV9;A0A024R5B6;Q0P5W4,RCE1,ER
1640,Q8NC44,RETREG2,ER
1641,Q96K19;E9PP55,RNF170,ER
1642,Q9H9S3;Q8TC24;F8W776;B3KQ68,SEC61A2,ER
1643,Q8WWX9;A0A087WWF1;A0A024R1H1,SELENOM,ER
1644,H9KV50;Q9NZV5;D3DPJ3,SELENON,ER
1645,Q6IBJ4;Q5U0N0;Q16585,SGCB,ER
1646,D6REA1,SIL1,ER
1647,A0A024R9Z9;B4DGG2;Q9Y5W8;A0A024RA48;Q86XC4;A0A087WUZ7;B3KN60,SNX13,ER
1648,Q9Y5W7;D6RJG9;D6RDH9,SNX14,ER
1649,Q96EA4,SPDL1,ER
1650,A0A1X7SBY3;H0Y860;B3KUB5;Q9P246;H7C5A5,STIM2,ER
1651,Q9UBS9;B4DZJ3,SUCO,ER
1652,B4E2A6;A0A024R1P7;Q9UH99;B4DIU6;A8K129;Q6NT72,SUN2,ER
1653,A0A087WYD6;Q03519;Q5JNW1;Q59H06;X5CMH5;A0A1V0E3Z3;A0A0G2JLV0;A0A1V0E419;A0A1V0E403;A0A1V0E415;A0A1V0E3X6;Q9UQ60;Q9UMW6;Q9UP03;A0A140T9S0,TAP2,ER
1654,Q92545,TMEM131,ER
1655,A8MU21;Q9BVK8,TMEM147,ER
1656,Q9NV64,TMEM39A,ER
1657,Q9GZU3;Q9NW51;B3KRL9,TMEM39B,ER
1658,Q96MH6;E5RJI9;A0A024R7Y2;E5RHU1;E5RGT2,TMEM68,ER
1659,B4DGM9;O14656;B3KPA1;A0A494BZT7,TOR1A,ER
1660,A0A024RDU3;O60858;A0A184AP76;X6R9U5,TRIM13,ER
1661,H3BRJ5;F5GZP3;Q8IWR1,TRIM59,ER
1662,Q69YR0;A0A384NPL4;Q8NBP0,TTC13,ER
1663,Q96AE7,TTC17,ER
1664,Q9P2K2;B7ZME4,TXNDC16,ER
1665,Q9Y2K6,USP20,ER
1666,Q9H6R6;A0A0D9SEX5,ZDHHC6,ER
1667,V9GYQ8;Q9NX04;V9GYT8;V9GYI2;V9GY35;V9GYN4,AIRIM,mixed
1668,Q9H8Y5;B8ZZS4,ANKZF1,translation
1669,Q59GY0;Q9NRW3;M4VP52,APOBEC3C,translation
1670,Q9BRD0;A8K4Z6,BUD13,translation
1671,A0A024RA66;A0A2R8Y7W5;A0A2R8YF61,CDK13,translation
1672,B2RMQ4,CKAP2,translation
1673,Q5F1R6;A0A2R8Y534,DNAJC21,translation
1674,A0A1C9J735;A0A1C9J732;Q8TEK3,DOT1L,nucleus
1675,Q8WW35;Q05DG1;E7ESA3;E7ER86,DYNLT2B,translation
1676,D3DQS4;Q8N3X1;B3KNP0,FNBP4,translation
1677,Q71DI3,H3C15,nucleus
1678,P38935;A0A6Q8PGT6,IGHMBP2,translation
1679,O60870;B7Z421,KIN,translation
1680,A8KAK5;O60244,MED14,translation
1681,F8VQZ7,METAP2,stress_granule
1682,Q86W50;B7Z3X7,METTL16,translation
1683,B3KX63;Q96NY9;E9PRI1;Q53ES5;H0YDE3;H0YDU2,MUS81,translation
1684,P61599;A8MZB2,NAA20,translation
1685,Q147X3,NAA30,mixed
1686,Q86XI2;B3KRQ2;H0Y6U5,NCAPG2,translation
1687,O60524;G3V5V3,NEMF,translation
1688,Q08J23,NSUN2,translation
1689,O60925;E5RGS4,PFDN1,cytosol
1690,O95707;K7ERD7;A8MYC1,POP4,translation
1691,C9JYM0;O75817,POP7,stress_granule
1692,Q96EV2,RBM33,mixed
1693,Q96LT9,RNPC3,translation
1694,X5D2T3;X1WI28;P27635,RPL10,translation
1695,P62906;Q1JQ76;A0A024RCW3,RPL10A,translation
1696,P62913;Q5VVD0;Q5VVC8,RPL11,translation
1697,P30050;Q59FI9;D3DS95,RPL12,translation
1698,Q6NZ55;A8K4C8;P26373,RPL13,translation
1699,Q5QTS3;Q53H34;A0A384ME37;P40429;A0A7I2V2L9;M0QYS1;A0A7I2V5L3;Q8J015;Q0VGL3,RPL13A,translation
1700,A8K7N0;E7EPB3;A0PJ62;B7Z6S8,RPL14,translation
1701,Q6IPH7,RPL14,translation
1702,A0A024R2Q4;P61313;A0A2R8YEM3;E7EQV9;E7ENU7;B4DLP4;E7EX53;A0A2R8Y738,RPL15,translation
1703,A0A087WXM6;J3QQT2;J3KRX5;A0A024R261;A0A0A6YYL6;P18621;J3QLC8;J3KRB3;A0A087WWH0;J3QS96;A0A0A0MRF8,RPL17,translation
1704,A0A024QZD1;J3QQ67;Q07020;Q0QEW2;G3V203;H0YHA7;F8VUA6;F8VYV2;B4DDY5;A0A075B7A0,RPL18,translation
1705,M0R117;B4DM74;Q02543;B2R4C0;M0R3D6;M0R1A7;Q53HD3;M0R0P7;B4DM94;B4DUV3;Q32XH3,RPL18A,translation
1706,A0A7I2YQG2;J3QR09;J3KTE4;Q53G49;P84098;Q8IWR8,RPL19,translation
1707,Q6IAX2;P46778;Q59GK9;M0R181;G3V1B3,RPL21,translation
1708,P62750,RPL23A,translation
1709,C9JXB8;C9JNW5;V9HW01;P83731,RPL24,translation
1710,Q9UNX3;E5RIT6,RPL26L1,translation
1711,E4W6B6;A0A024R1V4;P61353;B2R4D8;K7ELC7,RPL27,translation
1712,Q6NZ52;P46776;Q9BQQ5;E9PLL6;E9PJD9,RPL27A,translation
1713,P46779;H0YKD8;H0YMF4;H0YLP6,RPL28,translation
1714,P39023;Q8TBW1;Q96QL0;Q9NY85;G5E9G0;Q9BT63;Q49AJ9;H7C422;H7C3M2,RPL3,translation
1715,A0A024R9D3;P62888;E5RI99;A0A0C4DH44,RPL30,translation
1716,D3YTB1;A0A024R2G7;F8W727;P62910,RPL32,translation
1717,P49207;A1LUY1;Q5MK14,RPL34,translation
1718,P18077;C9K025;F8WBS5;F8WB72,RPL35A,translation
1719,Q9Y3U8;J3QSB5,RPL36,translation
1720,J3KQN4;H0Y5B4;H7BZ11;P83881,RPL36A,translation
1721,P61513;C9J4Z3,RPL37A,translation
1722,P36578;Q59GY2;B4DMJ6;H3BM89;B4DMJ2;B4DFI6,RPL4,translation
1723,A2RUM7;P46777;A0A2R8Y6J3;B3KTM6,RPL5,translation
1724,Q8TBK5;Q8N5Z7;A0A024RBK3;Q9HBB3;Q02878;B2R4K7,RPL6,translation
1725,P18124;A0A024R814;A8MUD9,RPL7,translation
1726,P62424;Q9BY74;Q5T8U2;Q5T8U3,RPL7A,translation
1727,Q53Z07;P32969;A0A2R8Y5Y7;H0Y9V9,RPL9,translation
1728,P05388;A8K4Z4;A0A024RBS2;Q53HW2;Q53HK9;F8VWS0;B4E3D5;F8VU65;F8VW21;F8VPE8;Q8NHW5;G3V210;F8VZS0,RPLP0,translation
1729,P05386;A0A024R608;Q6ICQ4,RPLP1,translation
1730,Q6FG99,RPLP1,translation
1731,A0A024RCA7;P05387,RPLP2,translation
1732,O75818;A0A087X1N3;X6RLL4,RPP40,translation
1733,B2R4W8;P62244;A8K7H3;I3L3P7;I3L246,RPS15A,translation
1734,P62979;Q5RKT7;B2RDW1;A0A248RGE3;P0CG47;Q5U5U6;Q5PY61;J3QKN0;F5GXK7;F5H747;L8B4R0;A8K674;F5H2Z3;P0CG48;F5H388;L8B4I8;B4DV12;Q5UGI3;F5H265;F5GYU3;F5H6Q2;L8B4M0;J3QTR3;J3QS39;Q96C32;Q66K58;Q96H31;Q59EM9;Q9UFQ0;Q8WYN9;A0A2R8Y422;M0R1V7,RPS27A,translation
1735,H0YMV8;Q71UM5;C9JLI6,RPS27L,translation
1736,Q15633;A8K3X2;F8VSA1;F8VZ57,TARBP2,translation
1737,Q59GW5;D3DTY9,TRIM25,stress_granule
1738,Q9UJA5,TRMT6,translation
1739,Q9H0U9,TSPYL1,translation
1740,Q5VYS8;A0A024R235,TUT7,translation
1741,Q9UBK9,UXT,translation
1742,Q14191;Q59F09,WRN,nucleus
1743,I6L9C2;B4E1R0,YY1AP1,translation
1744,C9J6P4;A0A514C937,ZC3HAV1,translation
1745,A0A590UJW6;A8K0W7;A0A5F9XIK1;Q8WYQ9;H3BS18,ZCCHC14,mixed
1746,A0A384P5U7;Q13795;B7ZKY8;B3KTR4,ARFRP1,Golgi
1747,Q5U676;O94766;G3V150;B4DNL8,B3GAT3,Golgi
