"","log H/L MAP1_03K","log H/L MAP1_06K","log H/L MAP1_12K","log H/L MAP1_24K","log H/L MAP1_80K","log H/L MAP2_03K","log H/L MAP2_06K","log H/L MAP2_12K","log H/L MAP2_24K","log H/L MAP2_80K","log H/L MAP3_03K","log H/L MAP3_06K","log H/L MAP3_12K","log H/L MAP3_24K","log H/L MAP3_80K","log H/L MAP4_03K","log H/L MAP4_06K","log H/L MAP4_12K","log H/L MAP4_24K","log H/L MAP4_80K","log H/L MAP5_03K","log H/L MAP5_06K","log H/L MAP5_12K","log H/L MAP5_24K","log H/L MAP5_80K","log H/L MAP6_03K","log H/L MAP6_06K","log H/L MAP6_12K","log H/L MAP6_24K","log H/L MAP6_80K"
"P14550",-1.2897567060104,-1.08991209057079,-1.54073626837199,-1.18662307650959,-0.157495777321912,-1.35564530095658,-1.1772616954988,-1.38488508043634,-1.17543578791017,-0.212333513554242,-1.44972972891343,-1.16278333294697,-1.30993160721934,-1.23287068419131,-0.0396069130549355,-1.75311768000704,-1.12305681536954,-1.00242576588306,-1.24444580619672,-0.0777260219478865,-1.4067514169169,-1.22246455789192,-1.26302286431963,-1.03014774682644,-0.350081089592669,-0.908442326982603,-0.904629141128063,-1.46342981221873,-0.837532132384696,-0.629344672810771
"P15121",-1.26996441807224,-1.13346386780983,-0.994326950122731,-0.901310955908672,0.374288339169031,-1.33639123334951,-1.06072827997808,-1.03978486610586,-0.847336303492779,0.207767937572171,-1.27854859055504,-0.930847798130577,-0.940755490170565,-0.777121266309244,0.332507445958037,-1.59771440813,-0.989649811830433,-0.737759294726362,-0.701107118945839,0.326652391004403,-1.42476513152853,-1.3023685001688,-1.15020885579951,-0.608716191846243,0.0650207699484113,-0.885499706834807,-0.97908893441831,-1.14022123398514,-0.622620781779983,-0.11153923044196
"O43488",-1.28222817716641,-0.84049997797678,0.835600745019295,0.476122419880152,2.00798482004068,-1.34769249067829,-0.864964282683026,0.263995882071239,0.679063417160023,1.80558137846452,NA,NA,NA,NA,NA,-1.70915098960216,-0.813905178149753,0.826273904220656,0.653793792969268,1.89844055837448,-1.37209438218751,-1.11875826779346,0.298775603076542,1.03815520102597,1.67301361528961,-0.925138386609283,-0.591440295623586,0.673194574216267,1.15166402026778,2.03280614508324
"P13196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.28314076438179,-0.866804757005683,2.3015583827153,2.79495645076675,2.7150367219495,NA,NA,NA,NA,NA
"Q13740",-0.326769236721989,-0.312849706055229,-0.0219508442553126,0.78559239870423,2.81233392330442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q8IZ83",1.2220007795287,0.647544769708967,-0.0837679656559551,-0.110090405034685,-0.468670945358064,1.26969148773524,0.773321222131662,-0.117803032435133,-0.0561611690887764,-0.797087098197854,1.57985595135068,1.06977089748646,0.206643223983395,0.0806576633452252,-0.550528425218349,1.19320401398387,1.12128069979273,0.119422582647885,0.010636636108737,-0.971742050884176,1.62311770174713,0.826843351648964,0.0114956388378294,0.108758614360937,-1.36408776818113,1.61334305300382,1.00798482004068,0.0612923384782941,0.570754355133868,-1.4475639040625
"P54886",-1.53036404308511,-0.167636539051698,4.6144742828377,4.91284144514327,5.15165590317783,-1.44866609950888,0.048096653272944,4.54269141236748,5.07403439421256,5.25983740058951,-1.50299575087687,0.247684512762383,4.48252564076792,5.14061507564306,5.38556908753006,-1.7227531493541,-0.129686577152219,4.4425454561053,5.11553270462368,5.27314285930808,-1.48144471881929,-0.553108594707944,4.46910452186831,5.47855122724326,5.57249560125494,-1.16307406537074,-0.367322303380225,4.35698889179248,5.63267537035077,5.86326946350561
"P47895",-1.03862856343924,-0.569778967192663,-0.336026971609234,-0.518205088113205,-1.15656279578292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.42081985187285,-0.847492051635097,-0.340020656750205,-0.0134798427595197,-1.18994358613083,NA,NA,NA,NA,NA
"P30837",-1.1034568841441,-0.630349265178422,3.20942217188543,4.55532535898925,4.3050950106667,-1.12013742756127,-0.428488217571245,3.67106687196445,4.28058520256447,4.86755057098032,-1.12277403564091,-0.41792577860367,3.37670712640698,3.23485382728,3.21179097625254,-1.27020797844003,-0.651223697731741,3.33556900555675,1.1794473537201,4.59395128394841,-1.20333580211431,-0.792082166842647,3.44784364436209,4.33721155633391,5.67925488074983,-0.830562391202447,-0.561920108055292,3.37587351985015,4.99896269011145,3.6406209280357
"Q3SY69",NA,NA,NA,NA,NA,-1.39047195397465,-0.495898308387623,2.40160316324082,2.52539238981841,3.31058733547534,-1.21042931818151,-0.55832530694274,3.03234773806137,4.06272616292883,3.85529209322718,-1.40690443118664,-0.727379545337008,2.90317327536392,2.93973434711047,1.6637089477978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P51648",0.340960984518863,-0.792606869541664,-0.364960749854061,0.924708008328871,3.08846389395355,0.468739698237363,-0.670635256931216,-0.467992311817739,1.0167815502334,3.1905674543362,0.43616183931445,-0.604213291845833,-0.663739466891501,0.979074161145452,3.15851476762294,0.336626165763536,-0.683460322487397,-0.5959470543906,0.978049155744688,3.0384713003874,0.11809388938682,-0.907900835762461,-0.373383311762138,1.30158764660319,2.99485122220122,0.442863896685096,-0.778135289351486,-0.334370740958089,1.42067103020377,3.19392940637054
"P43353",-0.266142430997621,-0.364459185180037,0.0174943794592725,0.786094467629043,2.29437078261932,-0.310092575381907,-0.35487018431561,-0.0119952440654358,0.728834778984824,2.32829075582322,-0.205446889190502,-0.205929381986532,-0.0807133163798421,0.680324356844016,2.30132425024035,-0.370023300055886,-0.445106679711843,-0.318199942688609,0.522156211891473,2.13448382151079,-0.553680239984518,-0.579814063308279,-0.307037247227081,0.796016239901935,2.10628130935437,-0.215730552598626,-0.625021754125739,-0.197930891195452,1.12525433903147,2.0970713705439
"P30038",-1.20719461196732,-0.598762751429777,1.46811407158363,-0.283210987314509,-0.0852364978089808,-1.18852896947016,-0.523089550783264,1.64371768440244,-0.821126041830205,2.75148514504927,-1.20223992036817,-0.49848442269145,1.29748491571057,2.91423921074915,2.56274308228482,-1.26226132845811,-0.674659641782979,0.775176995696297,1.51813223594503,3.6407365981132,-1.19373369281677,-0.824213549971838,0.43007112795128,-0.53664957801125,3.28908194331594,-0.889209156824395,-0.589528635348725,3.39190516529892,-0.451583104601812,3.33785378487762
"P51649",-1.12954452912138,-0.663099670543708,3.69119913491246,4.84096670448742,4.80745796802321,-1.13469876734409,-0.467353889375553,3.63343121035563,4.85663717062581,5.0820212693455,-1.10587683725423,-0.381968129848153,3.32826202860941,4.60110220337641,4.85813023172315,-1.28345679449996,-0.575873359590422,3.42613054426981,0.103396924492231,0.297015288414472,-1.17452369997659,-0.758550281458844,3.44161626940656,5.17624297535396,3.02821550713044,-0.825874860912643,-0.610851740637533,3.41899946543127,5.20656508630412,4.73357127092638
"Q02252",-1.2189676842417,-0.588855812453527,3.95745033634712,2.4940315233275,4.34120300803213,-1.12837710860447,-0.526846922631208,1.90531238611866,5.92874930641667,-0.878401005993873,-1.19346971074043,-0.508629165008598,3.50690655458069,3.84237548820629,0.676808994347789,-1.35446433697709,-0.686104065948025,3.02226127161463,3.86710572950266,6.13594522759906,-1.27316878296751,-0.834621836402189,3.07234594375766,2.31249092450439,0.959918496689248,-1.02535322094648,-0.860451921806433,2.61426224479782,1.924859998957,1.15594347835841
"P49419-2",-1.2339561569873,-0.727092945652414,2.30012372456901,2.79533058289298,3.36415216865035,-1.14515853898913,-0.517647325212339,2.24996103893073,2.7789654772501,3.13679839820229,-1.12989178233582,-0.492788897332283,2.18177045777422,2.77076562947208,3.26080853476227,-1.30475444499499,-0.730081155075588,2.17737568338018,2.85405550879923,3.14707871541124,-1.2379659111896,-0.871865000553928,2.28398101934735,3.17672169288105,3.42236757416767,-0.940063330988972,-0.695488958190047,2.12740216589964,3.05545598236064,3.32036914225717
"P49189",-1.20044845298209,-0.710661269814298,1.79048013361386,2.03210084316702,2.87493463983779,-1.15691661431097,-0.62035685986663,1.76392142076141,2.04470885485202,2.82297482458724,-1.2042662944218,-0.504632294686737,1.68956754395047,2.08651204657428,2.9316452401804,-1.34574778656331,-0.713923201500342,1.81319630028122,2.17928810003681,2.73781653323798,-1.23555192729043,-0.897704687396332,1.65910253594539,2.43765387834619,2.74760223027494,-0.922948461454505,-0.731877056154254,1.64316352990343,2.36960607003184,2.54309989219543
"P04075",-0.152035153691074,-0.23553494171837,-0.0575117683706645,0.545869550992244,2.56205921321811,0.0306892040711404,-0.120513790973279,-0.233922223597342,0.425136998838359,2.52659469837564,-0.105395625856683,-0.0392362480166215,-0.140555163565405,0.525668007375278,2.65058076460224,-0.240418026766445,-0.249633607038431,-0.334589036197144,0.304160547001356,2.29757295381202,-0.525870310486529,-0.539645351874474,-0.388884289941307,0.610511091666109,2.45322782587645,-0.130460195220993,-0.321044714682397,-0.266038336691079,0.870029284820997,2.57901114784605
"P09972",0.230817841861083,-0.300235177065831,-0.452668631692609,0.108624814681649,2.06660588420444,0.471239495338241,-0.138203400578619,-0.623798537433471,-0.155309047019379,1.87578006306849,0.150949541471927,0.0280032784727525,-0.352713124142079,0.123931008319631,2.30073875276234,0.0190613650934302,-0.219605903690676,-0.537947681203567,-0.0799811619393094,1.80607654022582,-0.29697019624297,-0.542416213880304,-0.619669508508965,0.0425042631289634,1.79298025561705,-0.0598106928980934,-0.419179164289587,-0.665248681856901,0.241352085770659,1.56506093953895
"Q9BT22",0.414243798718687,-0.831280954305779,-0.428993124914611,0.750606504835593,2.43546858203194,0.420293749346622,-0.587944746209902,-0.521121358551694,0.852318512505044,2.80554010731206,0.257614130049541,-0.602963759127824,-0.78460717538283,0.679243618889072,1.70619898742978,-0.145828765772535,-0.677933413036226,-0.873502835907084,0.707789805450313,3.1334813279209,0.212756083403638,-0.92201874892441,-0.526078044945396,0.901803350250744,2.61298936169766,0.364012053558615,-0.766578192128654,-0.494698460452089,1.23223095382554,2.69915181557028
"Q2TAA5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.487795024250592,-0.689939137711957,-0.610301039018897,0.943733829634528,2.58892446687358,0.161952158926742,-0.980653911195188,-0.487479799527919,1.09410091643887,2.14629678451923,NA,NA,NA,NA,NA
"Q9NP73",-0.143595886294747,-0.904899248041323,-0.557242242365229,0.705225956616365,2.16610482120001,NA,NA,NA,NA,NA,0.131589484328135,-0.381498205790107,-0.846220600244724,0.818277949242396,2.47612241988015,0.112233057598497,-0.598719055246323,-0.4780447205658,0.890485605035531,1.91261154579493,-0.0795847333692487,-0.651835580558422,-0.422249736042587,0.86195536414487,2.67195002296001,NA,NA,NA,NA,NA
"Q9H553",0.442651610775224,-0.872129041814734,-0.428429970400804,0.90665974593351,3.11159892792762,0.431141535361186,-0.816062564941574,-0.530822524474833,0.961030571854842,5.58814493961874,0.464459165612994,-0.696260159198949,-0.754455659973755,0.994072791234288,3.30744309779583,0.411100789085414,-0.714585943688544,-0.653672787669398,1.00345831977241,2.85503289720208,0.215989154146721,-1.02165791125108,-0.663990893105526,1.35191096110308,3.20678386114231,0.497229128787606,-0.855118284192176,-0.457632978242618,1.36474050348113,2.95307895261251
"Q9Y673",0.440527031875852,-0.863073669712811,-0.404095381376895,0.919530776387289,3.06167252715243,0.559247060461913,-0.735932033035419,-0.619802518700447,0.920750621128052,2.74912660850612,0.350157749484993,-0.70016923817763,-0.736653044099048,0.897472787270879,3.09220743809709,0.404140166263924,-0.76123759307843,-0.647083318158306,0.948376576947387,2.56420742532078,0.147176426980946,-1.04546120654173,-0.535206286707977,1.23210812945624,2.11583229865257,0.512682003339547,-0.901041519911831,-0.353394922749946,1.41532600943697,3.34837407519116
"Q9Y672",0.636543421351801,-0.944693266681682,-0.30372123823405,1.58221877277573,5.39403389536778,0.57666724663679,-0.811826987305497,-0.398246442338661,1.5913443128151,4.18070484019556,0.685087955675029,-0.750955210297993,-0.702045609817047,1.56778879672772,4.10818988000466,0.513490745588118,-0.821024088186059,-0.573166331720613,1.52882133100913,3.70785605148219,0.13815914522947,-1.05211694100732,-0.272541281731633,2.16375633339791,4.09668353342878,0.634964929435998,-0.955116321760235,-0.199503852403514,2.38647988859623,3.97920223563094
"Q9BVK2",0.615792930874431,-0.845598257130225,-0.180789628071202,1.54562247609296,3.7952474508048,0.698929647154158,-0.759209430916614,-0.276887093709593,1.40735275114004,4.122258567812,0.578697237648704,-0.701834396136721,-0.688427134644564,1.48841217599573,3.95335837319653,0.624989873098471,-0.777145990100699,-0.637782622512831,1.50584012971443,3.74953426766926,0.252294541201837,-1.14480759204085,-0.413710830015556,1.93160742230968,3.44903306002676,0.456701031008205,-1.06220365931345,-0.372561252637873,1.91624732369001,3.63981097771678
"Q9H6U8",0.415001431451972,-0.908279858275336,-0.405069330187608,1.00676478187842,2.89979434820883,0.50182126542091,-0.868226157478414,-0.497954604455276,1.2063931685116,3.5088089262346,0.664573859262595,-0.7773932513214,-0.755867966195973,1.1739589027268,2.70843005637228,0.286881147788162,-0.883821581269159,-0.720825891510953,1.23774725562991,3.74588268890226,NA,NA,NA,NA,NA,0.260989138786072,-0.949115259974907,-0.379469890940972,1.83337589277197,3.50092949398661
"Q6NS38",1.44121786326211,0.584577730738641,-0.384131754200811,-0.93613815429181,-1.33079177482836,0.903809558578697,0.785090154994758,-0.572715653826318,-1.49179448803411,-1.39881695565597,NA,NA,NA,NA,NA,0.722640885999805,0.477780928516189,-0.669258048062477,-1.43721296579133,-2.02350438295632,1.40789654874953,0.799336025157611,-0.642189037270609,-1.19419577771142,-1.23494057264851,1.04823618565285,0.601791583862026,-1.06678996940867,-1.46386750498771,-1.51411982562488
"Q6P6C2",1.08610437124329,0.103396924492231,-0.14044384511708,-1.00961144048536,-1.52749143308294,-0.0810184904263723,0.506906554580693,-0.953243544651281,-2.0943102262767,-2.10314692710329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999206299439844,1.175684270731,-0.486105053235073,-1.50713160370521,-1.68297384508953,0.630871383012576,0.282143228781498,-0.966911830667812,-1.64710591092554,-1.6201129235115
"P09923",-0.248193534866353,-0.247953662528178,-0.249805139990014,0.558267634055736,2.27154519848569,-0.159556908610208,-0.295092632418754,-0.165207895235545,0.386700602287613,1.76034870715978,NA,NA,NA,NA,NA,-0.281333700073838,-0.371030482155073,-0.595423809542084,0.270469140310578,1.61376736814448,-0.642616906152405,-0.656307930820981,-0.396422314340655,0.322389683450215,1.86583965215866,NA,NA,NA,NA,NA
"P05186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.10727481272597,0.0157829972409275,-0.194509419629397,0.394514141955959,2.47948927097855,-0.305485261957969,-0.224216178320647,-0.423371447593815,0.299361897651559,2.09166598752181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P05187",-0.142767410455585,-0.256476415012602,-0.155775057150306,0.436375082244539,2.2349610948395,-0.100128330728854,-0.126029353748048,-0.155244781571425,0.44169593743457,2.26246322599331,-0.183097246706569,-0.151618426054186,-0.307733507090425,0.229833990460998,2.03477915804802,-0.407420974194848,-0.325376647647408,-0.52512271400688,-0.000620492282985964,1.73595535401226,-0.423119953643751,-0.499932225948005,-0.371571666587269,0.576957420290858,2.2639057708893,-0.0492180717067529,-0.308430103138385,-0.230583689818202,0.823015599993622,2.2264160463931
"Q86V81",1.12446048627434,1.86927920734301,0.114500293165193,-0.958056170029833,-1.33191719282646,0.492724861891776,1.15749650299734,-0.577422516258752,-1.67779493425314,-2.08161376555365,1.69950721388853,1.67802682018815,-0.0987218109531989,-1.41196302812939,-1.7134973136623,0.429642742515458,0.986301704994124,-0.790184836227639,-2.00897255299934,-2.53357647679912,1.23897024136914,1.56535345678263,-0.36853246970155,-1.27372679106435,-1.57492747098853,0.834872989189161,1.08208941582486,-0.843318626482851,-1.74076970205044,-2.08418083925745
"Q9UHK6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.697862762253706,-0.559962064150418,-0.500258692170853,1.36474050348113,3.12129727934995,0.321235435016064,-1.14401030269152,-0.472889617991358,1.54552363428414,4.13331691822946,0.633291700463903,-1.04823318485028,-0.360990163228845,1.68800126973204,3.82751419768921
"Q9UKV5",0.347325491633802,-0.81395590314812,-0.536796079571375,0.512985334813676,2.02499334700345,0.403922104739796,-0.692897939711397,-0.686684482528334,0.47487728599312,2.84617234705944,0.441483479582645,-0.654944324820704,-0.834261677153306,0.480885502644925,2.37878903793411,0.389897162115096,-0.759893311560978,-0.766897293705154,0.506500390433616,2.40533891584755,0.121015400961366,-0.915935735211525,-0.670290831441746,0.86274892579353,2.57905943566079,0.626859618099537,-0.839699348776981,-0.508506019127835,1.00834345852933,2.44956137461324
"Q01433",-0.473971263751265,-0.121769045258971,-0.58218798238539,-0.899479782653898,-0.917242918968326,-1.02776319937018,-0.630930015330455,-1.04501461164144,-0.874957312329188,-1.41827276101787,-0.504959826339404,-0.241321591847853,-0.595729012640512,-0.813195215374962,-1.13488884574238,-1.07390946673952,-0.548923436059072,-0.902200451884411,-1.11860162848287,-1.42701334693746,-0.675788484160206,-0.283474353758747,-1.00340878424591,-0.810181765276489,-1.28714893683934,-0.726567660723659,-0.798165430004081,-1.00095249308429,-0.801178998237188,-1.07266480882617
"Q9H1A4",NA,NA,NA,NA,NA,0.117163075465759,1.12551885957509,0.667301759434138,0.115432826120347,-0.598304007498007,NA,NA,NA,NA,NA,-0.100066476862552,0.732486293029945,0.872316585750363,0.0893625528277345,-0.693644422730855,0.137110007802351,1.16587978938436,0.405774577949876,-0.193387226246493,-0.694484678072787,0.173383321214723,0.443500567057692,0.147567207094632,-0.0508311564409793,-0.753336537288954
"Q9UJX4",-0.198344662110867,0.997978811780643,0.412185359156707,0.0805212318314924,-0.505103144823102,NA,NA,NA,NA,NA,0.274530044671623,1.72320903964104,1.19572554751206,0.639139531380428,-0.0895282746260497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.343578377146895,1.30117789814584,0.0432044985651676,0.0727232310216205,-0.432240402995154
"Q9UJX3",0.0739572999433244,1.10534284028622,0.275722256160748,-0.300732670372873,-0.718426368530983,0.680864422375987,1.36131920155722,0.642562955562603,-0.186852964518961,-0.836372461410094,0.848237335693226,1.45333319746039,0.516519497661096,-0.265570005233992,-0.664516744096514,0.408168370708106,1.49369856513378,0.760519037152996,-0.234142804900223,-0.783265780399869,0.617298482840846,1.33839588864804,0.0626743627633925,-0.330664766643679,-0.654194890530763,1.0176369030495,1.32267810132385,-0.0120970794798105,-0.354962438271691,-0.693901115501269
"Q9P2R3",0.548041987467051,-0.77595972578207,-1.0350469470992,-0.00560854438454475,1.56598704075077,0.689746438493556,-0.655557788030344,-1.18701719267046,0.0136409106693863,1.39665272752002,0.531269159882994,-0.657354235624767,-1.35760340154443,-0.0200039562311099,1.38625914113335,0.443076151362673,-0.728215786430783,-1.35701199673857,-0.0346922296345882,1.3540007188045,0.536251878937289,-0.94947740669918,-1.27355239034839,0.293605910941713,1.79460301464876,0.942608336111663,-0.805912947883698,-1.37280408499357,0.345850517219489,1.69465736554709
"Q9HCJ1",0.234256047688296,-0.267965298207558,-0.160427332334231,0.00805655487105846,0.437547355287785,0.46602668781373,-0.0479050385868673,-0.251195309062932,-0.191606711280113,0.399663303888018,0.468322643947868,-0.0872428470307367,-0.271287097463132,-0.143882777274581,0.430392333572308,0.341871920644401,-0.261431020265572,-0.727045184573142,-0.396783156654101,0.15146919750308,0.266756562304665,-0.42499754313449,-0.498729019825235,0.14782766837732,0.237686079120165,0.649201558887861,-0.419507152572012,-0.384451869788332,0.0419438299701673,0.268793675122479
"Q8IWZ3-6",1.36820959809927,0.919912088677308,-0.470568821141653,-1.21276815592625,-1.30960972476407,1.35066696592921,1.29154462320587,-0.187641430198315,-1.13568110874205,-1.18033181650354,1.30106080577982,1.49328866491697,-0.192579127676521,-1.16870643890296,-1.36516514101979,1.41164317603901,1.74704360410353,0.106482330469981,-1.02605816387195,-1.42674182461996,1.38283322920382,1.39813143187663,-0.458009461839072,-1.16033059264952,-1.11206927195717,1.73105287167219,1.45990369613312,-0.324689890963174,-0.877685100664878,-0.902793754025634
"Q86XL3",0.457436697772369,-0.781950437729136,-0.398360526954804,0.781401682224489,2.18370881687541,0.512985334813676,-0.623931928866314,-0.516965907711578,0.830174180432411,2.36642013931299,0.495592840198345,-0.616680016644708,-0.750566795201093,0.778545025802805,2.14808808264534,0.45048545986112,-0.649027590454272,-0.639017758631374,0.846152284131682,2.19115201793431,0.198368423102519,-0.896817958126756,-0.484549935133556,1.03033607837096,2.09801523386896,0.519139282642972,-0.76184904445395,-0.380859354613491,1.26567692517217,2.25229454120184
"Q8IV38",-0.836707381731456,-0.78981065774015,-0.740552742739664,-0.200929276722919,1.01092302718479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.981650690121108,-1.04340801371071,-0.797764096100418,0.105812151129231,0.693944086975786,NA,NA,NA,NA,NA
"Q8N6S4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.840525812124117,-0.638523577284101,-0.00900158720256025,0.171463056002581,1.01877658517918,NA,NA,NA,NA,NA
"O75179",1.90188056371866,1.41845983758099,-0.504284373761617,-1.34828008667089,-1.43035336979081,1.8367724688927,1.6679829292988,-0.289280612675137,-1.23460104308989,-1.25894295902604,1.9976898393128,1.66083736769628,-0.242106277135494,-1.37946989094097,-1.46044907733747,1.77930175020562,1.82179183620756,0.0136409106693863,-1.15936355241252,-1.51387260536251,2.06949595441242,1.56554843533357,-0.549683471511962,-1.27498309896096,-1.12060789716952,2.37590131449698,1.6476829081679,-0.41613436437147,-1.08537424936855,-0.95399795345548
"Q96NW4",1.59483514923495,0.0640550644104434,-0.710684880491934,-0.679827289772664,-0.317408725256132,1.59211015075001,0.0486547018403464,-0.806543634250415,-0.774231503570403,-0.186196238797092,0.782995588813533,0.295370387953484,-0.691802242562982,-0.691965378769509,-0.374617279396055,1.37183761733042,0.21312950000748,-0.754431321986477,-0.679665520275298,-0.510272115310303,1.57342300328743,-0.149024600410986,-0.9140043616372,-0.455811393353029,-0.276502598735912,2.02158632655395,0.113433802604049,-0.906277580472632,-0.149616606591283,-0.107710014853219
"O15084",-0.487560707767176,-0.0942640223329736,-0.271182631305963,-0.545381888525091,-0.556881401448878,-0.0825911598686416,-0.204781646557811,-0.543088740205865,-0.770387468598596,-0.513357699172981,-0.190355072257901,0.202762485275887,-0.731924977465676,-0.684317848662075,-0.543593340767443,-0.49165248549895,-0.0670770984630214,-0.180642458509004,-0.882411335079954,-0.964854722157886,-0.0780610224866243,-0.11505048325499,-0.709740754652314,-0.429809117929851,-0.364533480055605,-0.0577219752771346,-0.242806030453363,-0.795283322059569,-0.491429366893628,-0.706817884849833
"Q8NB46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0985982264116616,0.0824300999459491,-0.804702802384904,-0.949588854751834,-0.816951839230381
"Q9H8Y5",1.60539951016186,1.33708307631079,-0.226746305544677,-0.98518768792007,-1.48144471881929,1.84301904572377,1.53032049467804,0.0720371807728801,-0.875857177179316,-1.34190279464863,1.57099716359681,1.37729036453678,-0.144329165559629,-1.05916421973678,-1.43117013274572,1.63236128959657,1.50650039043362,0.107687869314373,-0.916207967506114,-1.51025156687966,1.69296275277292,1.32952548519666,-0.446226654944368,-1.05403279144899,-1.19640923531227,2.04903823505389,1.49743353443273,-0.295358177034335,-0.92240149917438,-1.09163284054134
"Q9NQW6",0.493442391146413,0.721678885209468,-0.36775040004047,-1.009146766984,-0.914711325183013,0.397145797392781,0.747086583027818,-0.516615000020252,-1.10166005957866,-0.986301925726482,0.47227980043155,0.70310069960416,-0.46160089801577,-1.21283503560737,-1.09748644167352,0.0846085753178095,0.494261987839889,-0.439930734895265,-1.27208825607466,-1.35435367115102,0.841409613338105,0.886511128675248,-0.587966431578442,-1.08317180119694,-0.79656076382167,1.02382309102213,0.988993640342982,-0.548395869136807,-1.08106427210161,-0.815681615125284
"Q9NW15",0.491699200650731,-0.770535126859908,-0.512760638133031,0.905889980126704,2.54707960672864,0.526369341830301,-0.735307448120524,-0.434227371904573,0.805044761370403,2.75274859140713,0.332736572463861,-0.621688148351824,-0.688752662972871,0.823586334708812,2.1797976499561,0.451329820140333,-0.704488547068398,-0.719471214706934,0.757108610552388,2.55434326566276,0.0586628393785599,-0.864333803030956,-0.575959380223121,0.987248092591152,2.65599288396231,0.503755787449499,-0.840319151897307,-0.615110247547601,1.38399453006415,2.33184850448043
"Q4KMQ2",-0.133954534652382,-0.414191366362916,-0.115816290597204,0.523662313960492,2.02204816518017,-0.0178697915802574,-0.126942790806394,-0.208427613520984,0.391437797698,2.21418698914376,-0.0679085837945523,-0.224283590826659,-0.34989721074603,0.360195694732358,2.18966644665005,-0.254254962987346,-0.464285426540275,-0.517482103534009,0.276437110436282,1.69117679681212,-0.40784199787464,-0.643923817689808,-0.451287193459702,0.660381035242411,2.27297869537357,-0.0611496629939364,-0.524209510762568,-0.429595360860304,0.923263298176946,2.18408982705613
"P39687",-0.522674971326723,-0.545845168209404,-1.32503322844125,-1.36553683552406,-1.11681714136053,-0.752048188739286,-0.79308176504715,-1.37295354060759,-1.37022840976006,-1.21153144072714,-0.729746167669492,-0.498362139673841,-1.23209100476774,-1.32622650970107,-1.05832273526037,-1.37519723474705,-0.653468537971981,-1.13974432576589,-1.45498056430376,-1.29240453379342,-1.03611162308274,-0.790134940155112,-1.51185522401404,-1.19508735960967,-1.36628051194502,-0.44188913589222,-0.677841092370623,-1.40648368098946,-1.20499781676852,-1.39798027997944
"Q92688",-0.299080942838778,-0.336445880543953,-0.85681558803156,-0.989248800638532,-0.997232681298142,-0.47675923615568,-0.342890528540469,-0.967447723886687,-1.09471072245223,-1.16899836752782,-0.36602018158957,-0.267079617891743,-0.707500928920969,-0.964911042232881,-0.976077577667873,-0.823472966416128,-0.385676496567332,-0.709127404014141,-0.93150803270117,-1.1983612154161,-0.74110725917695,-0.555523750411062,-1.02605816387195,-0.809701208373405,-1.33569921465996,-0.143787140608888,-0.360249208169281,-0.954445196748494,-0.763880923437314,-1.18301535310327
"Q9H6X2",-0.00998909793909982,-0.395738860523894,-0.264356520112074,0.253505262186697,1.39484336153086,0.0629506088228079,-0.378100513747399,-0.537884842860687,0.294311960731117,1.53401178474329,-0.00306176010033936,-0.312133061499846,-0.522136196079325,0.093154487907083,1.44350056705769,-0.0889297255725488,-0.475414720737026,-0.752777301324112,0.00216242115062073,1.1940870521163,-0.155373315330192,-0.645119100539574,-0.576217472899362,0.431248532434761,1.23909248294191,0.329066174450691,-0.412577398431828,-0.482149863144841,0.587076903264677,1.36787424360197
"P04083",-1.2108633871666,-1.29293468300781,-1.7816527907215,-1.59383343861044,-0.40346552938939,-1.35571914331314,-1.39194777953305,-1.8005757807897,-1.62002422960757,-0.476096855550527,-1.28690249983277,-1.20826093009667,-1.71458594368854,-1.60156206356856,-0.46287294067687,-1.70877366645606,-1.127305176051,-1.67019899853014,-1.57428290232654,-0.572715653826318,-1.64602185699284,-1.45181987722318,-2.0155491841764,-1.52890620725505,-0.87914380175794,-0.95940209852462,-1.20257191784769,-1.91109857576512,-1.39013159313666,-0.914711325183013
