"","126.Rep1","127N.Rep1","127C.Rep1","128N.Rep1","128C.Rep1","129N.Rep1","129C.Rep1","130N.Rep1","126.Rep2","127N.Rep2","127C.Rep2","128N.Rep2","128C.Rep2","129N.Rep2","129C.Rep2","130N.Rep2","126.Rep3","127N.Rep3","127C.Rep3","128N.Rep3","128C.Rep3","129N.Rep3","129C.Rep3","130N.Rep3"
"O75882",0.375059255528019,0.393654920294116,0.119022886679097,0.0361548397553924,0.0208043686769342,0.0147458965821337,0.0175894878794165,0.0229683446048915,0.346169239869597,0.365782521828552,0.167652658793123,0.0624763518341962,0.0218456848894834,0.0143652883471937,0.0102594989935844,0.0114487554442699,0.528009737825686,0.304757698287876,0.0829080850207078,0.0367944074536871,0.0212683225730658,0.00920188709495314,0.0102855770729238,0.00677428467110007
"O75884",0.146496855525528,0.0429430288768384,0.119371295513588,0.0995324394089218,0.0942394114535823,0.108482834241986,0.144853746533866,0.24408038844569,0.0546475181564104,0.0360243295434471,0.0929588497569893,0.124787400312966,0.123040522206542,0.136191000999838,0.166695586361329,0.265654792662478,0.0787228194556633,0.0594478022867638,0.0999237149705498,0.116142183731614,0.113681372728839,0.131984011518496,0.128371202268822,0.271726893039252
"O75886",0.350298031380386,0.142738986221063,0.0771515269070652,0.0385609469659008,0.054171488629291,0.0732354894611994,0.0953905834971462,0.168452946937949,0.148421574845749,0.131366953983911,0.101499131060884,0.0671007984962137,0.0729677265905538,0.118855739231985,0.147843909572294,0.21194416621841,0.327524731835132,0.105845749008419,0.057540255224413,0.0394024224175371,0.0546550173362771,0.0969144333415402,0.129606612565086,0.188510778271595
"O75907",0.305084146991774,0.362254953437826,0.245706590835546,0.043115273662235,0.0139794634802291,0.01025370997858,0.0098638242506453,0.00974203736316418,0.411864458318486,0.188106138627091,0.24235068358853,0.067470726037777,0.0296227053107226,0.0241166675885958,0.0174366304671077,0.0190319900616897,0.586623210604295,0.194809784105826,0.109744587679167,0.0426236431306571,0.0268437509617708,0.0168944566991093,0.0101063007922344,0.0123542660269399
"O75909",0.0524882463604817,0.0266290977095443,0.0436382058855656,0.191580289485377,0.191022194405674,0.155035465397112,0.159677496612493,0.179929004143753,0.0436619266939087,0.0335360490758348,0.0425140642056874,0.219668495618792,0.208298163333365,0.168593238427819,0.150991377869352,0.132736684775242,0.12245474526585,0.0394999440240435,0.0649558348607926,0.190942723219233,0.161676196877543,0.146078173343367,0.144831669963052,0.129560712446119
"O75915",0.175850838929061,0.429737212488631,0.122415061301832,0.108113427140002,0.050005326596899,0.0415474155434556,0.0348356056505615,0.0374951123495591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O75923",0.354094324213128,0.400558849216901,0.110534529781803,0.0411615592051259,0.0225369363513946,0.0277884249859584,0.0236140186158066,0.0197113576298824,0.382843791702344,0.378172977206353,0.140032173886315,0.038898510792789,0.0188469249703989,0.0161372652528035,0.013106055774003,0.011962300414993,0.485325862874666,0.360040184219267,0.0748275482207997,0.0251275845630904,0.0156955619078998,0.0134641324050489,0.013710974278326,0.0118081515309019
"O75934",0.0360452581239272,0.102136431289645,0.065004883147579,0.168957291327322,0.125175519693796,0.182152767843757,0.21478273144155,0.105745117132424,0.0601464837128027,0.0854625257309288,0.0665907445095475,0.225417655407911,0.13567231261162,0.12348999590884,0.200133848726224,0.103086433392126,0.0486598148022467,0.092064087759327,0.0758206168055772,0.2033544681548,0.14677366101027,0.111641653764317,0.228874631877594,0.0928110658258693
"O75935",0.0265302252072609,0.0400744038808855,0.0293503797775471,0.23942764211833,0.270484356872201,0.167608480701461,0.135532437030716,0.0909920744115991,0.0274493164942736,0.0313972045527147,0.0272535539280853,0.136544910304556,0.34093489878662,0.221199154725684,0.115772282747189,0.0994486784608786,0.0312372019142833,0.0556130261438248,0.0466393050779528,0.159882788491912,0.269882391659792,0.190945788092362,0.123731140060379,0.122068358559493
"O75937",0.312690244942879,0.0320373274886159,0.0588283750008384,0.0608836693946285,0.0740103292542792,0.0876682438304826,0.121571827217624,0.252309982870652,0.0883431576105284,0.0290577419010829,0.0544765348252422,0.0957257296744759,0.112535382969578,0.139135262150801,0.178715670951786,0.302010519916506,0.158902752042252,0.0211848007479039,0.0566867735618662,0.0861589792864418,0.092661859094995,0.136082227370368,0.181744806811092,0.26657780108508
"O75940",0.337398022102461,0.0345236928800009,0.0785913212761933,0.0968749695506959,0.0868859297222138,0.0800043662121879,0.101502988626949,0.184218709629298,0.0844700194948008,0.030616683731689,0.0926069449137232,0.175962196529722,0.15184475630948,0.130438868985753,0.13016891749771,0.203891612537123,0.157108511604919,0.0288321748673876,0.081220020459196,0.159637762322981,0.1322337648482,0.123379388004912,0.140558963077613,0.177029414814791
"O75947",0.0216526081439214,0.81063061446254,0.127001950005919,0.0174557783407363,0.00695633170549716,0.00843836094229491,0.00428846683397065,0.00357588956512083,0.281667925221623,0.490014838299136,0.154986634198678,0.0428411785522272,0.0166273858472789,0.00651543506537603,0.00407251202631985,0.00327409078936082,0.192642033073594,0.657587118492563,0.0806479147987243,0.0262412456247732,0.0156629383827503,0.0136812561992794,0.00824633611490481,0.00529115731341142
"O75953",0.0762119931364827,0.0614643846292204,0.0490525294070433,0.0915696484759406,0.120582738301987,0.137345267061025,0.162313051844838,0.301460387143464,0.0557433026432385,0.0768369148001403,0.0527672091213235,0.0789790367238337,0.118323031909844,0.155491908736247,0.189195506049224,0.272663090016149,0.0839218944656793,0.0712894866223203,0.051074763664228,0.093101741203169,0.117996600182061,0.164658243716796,0.160720752341258,0.257236517804489
"O75955",0.488568473788222,0.401423662995412,0.0888065838226056,0.00605798750206374,0.00399849276599222,0.00414353667602618,0.00340512857129598,0.00359613387838273,0.439088254712035,0.369320294350526,0.146010451844371,0.0212814082542726,0.00820617732263101,0.00634049550667916,0.00445454423379934,0.00529837377568651,0.702512242443619,0.229523879080439,0.0471882087854361,0.00755296183838184,0.00516998795355357,0.00383661694416034,0.00180226669675861,0.00241383625765157
"O75962",0.112756838690315,0.124798597496402,0.0536774176994965,0.0619716830863623,0.130785636451653,0.152661583679216,0.161608348450592,0.201739894445963,0.12577678366968,0.119835288046798,0.0635517574955435,0.0418201909737029,0.102650912011906,0.18453974506984,0.188174037723961,0.173651285008568,0.155354839662608,0.143994752324588,0.0552674969861361,0.052936434794593,0.085315953628874,0.158073535533874,0.133586372971396,0.215470614097931
"O75964",0.0407591380097765,0.713128846421978,0.0997615705562548,0.0451589638724341,0.0231064212152891,0.0326534965292448,0.0266543420986248,0.0187772212963974,0.24518098017935,0.534587933280744,0.152982428030776,0.0296203907072331,0.0097085186696096,0.0110511189694007,0.0118319323159647,0.00503669784692194,0.0792262886097361,0.644586498345315,0.103213049700604,0.0645939437145016,0.0389003977484649,0.0242976946912015,0.0255284678152835,0.0196536593748938
"O75976",0.84582062904706,0.113694225065602,0.0241727042430872,0.00549294646241748,0.00309339244548374,0.00288952190436354,0.00193173727680958,0.00290484355517609,0.701218346538795,0.180476593692883,0.0769665723655531,0.0193190483635523,0.00797905497741058,0.00599817919081896,0.00350130606445007,0.00454089880653705,0.911669111746038,0.0673728249619792,0.0121684673793434,0.00348890806777911,0.00197907097749828,0.00141979087541919,0.000814278272337337,0.00108754771960515
"O76003",0.226102839367807,0.0414706776956081,0.0850162964598902,0.0958316510287941,0.101906535838633,0.101213918268756,0.123566333280335,0.224891748060177,0.0741817054738615,0.0426153451358066,0.0776090081429218,0.122790622033944,0.136627078089519,0.14269991265258,0.159338176181264,0.244138152290103,0.169811494135845,0.0387725499775529,0.0838248735149003,0.0959116773284897,0.106390751547198,0.140264408582269,0.13554257007548,0.229481674838264
"O76021",0.0163584316858464,0.0647396140214283,0.0700275061262384,0.506434303275033,0.190273159018952,0.0854726082577277,0.0493602376211281,0.017334139993646,0.0234584112710443,0.0368652769995192,0.0532162322672115,0.542274391528669,0.218136514146106,0.0714509487574304,0.035653012960377,0.0189452120696431,0.0272813904756028,0.0371404195515155,0.103823146035947,0.436110571048779,0.235345962542596,0.0844641968037628,0.0540166983056388,0.0218176152361593
"O76024",0.345025245973569,0.419354256137762,0.144996011343104,0.0437393381423933,0.0155046171028206,0.0140114239397202,0.00949144001431336,0.00787766734631753,0.37212706910323,0.337233574743673,0.175798526537722,0.0584623104101428,0.0231428611012953,0.0134742520096774,0.0101013808343202,0.0096600252599398,0.504261024492558,0.318156456334304,0.0935871180963971,0.041814909584629,0.0214983888225457,0.0112573391344235,0.00482297205938239,0.00460179147576043
"O76031",0.0588884477245338,0.762713486591635,0.126222116918797,0.0120919467652285,0.00655159875672114,0.00746153169799363,0.00496377090458199,0.0211071006405097,0.308278994531451,0.481014719959382,0.160443305139507,0.0251378254797092,0.0104572496599634,0.00659459619590611,0.00399197227720705,0.00408133675687428,0.310864464999817,0.546470743067973,0.0893617110487656,0.0204367248805614,0.0125615101694378,0.00902458805817899,0.00585874870863061,0.00542150906663501
"O76054",0.130084872557209,0.0538614973820633,0.0719617461248538,0.0767299505803062,0.0933656631712912,0.121875141651001,0.152499480956355,0.299621647576921,0.0546237143042394,0.0381360041820935,0.0446257489080452,0.0646304225401313,0.0983537625518232,0.134547741016768,0.19720085830258,0.36788174819432,0.130625780281261,0.0377837059214883,0.0461404558149198,0.064079446002993,0.0859483080455098,0.145830294438861,0.158474974486101,0.331117035008867
"O76071",0.14685711485867,0.078002930990742,0.0744585211538325,0.0817200602845757,0.116625031806378,0.125849166097147,0.149923872303451,0.226563302505204,0.062829141728848,0.0589627156045487,0.0699551491698389,0.0856086574147812,0.118096017293639,0.168812269689649,0.204509195940857,0.231226853157838,0.10597963799241,0.0694134969591135,0.0770431946382434,0.0794669523492157,0.112635014032147,0.152766702383648,0.133988142558877,0.268706859086346
"O76094",0.0454635679416531,0.0494238321207564,0.0361785724137122,0.0732342321648066,0.167599654962315,0.204583752437592,0.2138578948852,0.209658493073965,0.0425422238191701,0.0532108682111498,0.0391103698721551,0.0510853051516761,0.133136185702311,0.220865850831867,0.236211957998801,0.22383723841287,0.0417437477192982,0.0615558170782671,0.0443876696854145,0.0719739306883065,0.127558430854513,0.206275678759872,0.234023158455866,0.212481566758462
"O94760",0.342390148014746,0.098697601044212,0.131648558215459,0.083629721089244,0.0678550979402508,0.0635114375559692,0.0758819165442541,0.136385519595865,0.114008451373082,0.104190271177211,0.168789095046656,0.128978527446605,0.109637318372671,0.108137255627657,0.116541637074264,0.149717443881854,0.423910400477122,0.0908574201665539,0.110674046295288,0.0728301643330477,0.0647684115962636,0.0618677529664434,0.0602573118510405,0.11483449231424
"O94761",0.121767524817711,0.092004147554946,0.0676178511731303,0.0932651161005881,0.0970050839523913,0.14090241111804,0.175484453241903,0.211953412041291,0.0706750189202324,0.0807511104729667,0.0470043746610683,0.0585647124372979,0.0654491000901988,0.128787923450874,0.258596266356237,0.290171493611125,0.0833447060103966,0.132623384781607,0.0574628167723679,0.106620182032284,0.0954946814802885,0.12629420630119,0.204969767589515,0.193190255032351
"O94762",0.125137053687503,0.0750411605225588,0.0523846232737774,0.18866379588139,0.177466377038283,0.14697652315942,0.113650554634742,0.120679911802327,0.0562822329100818,0.0485572518126642,0.0570698218240526,0.146413585755231,0.159514803121605,0.179844297889914,0.202904933319893,0.149413073366558,0.270331593891698,0.102896207799286,0.0600173661771488,0.140313692651341,0.126175131708067,0.117752425669389,0.0966333362459764,0.0858802458570938
"O94763",0.0511084882590254,0.0462908346030497,0.0556553343222764,0.259842660468087,0.192763133098797,0.148693102575118,0.136898837256148,0.108747609417499,0.0443754119337265,0.0507749244688637,0.0556279942532564,0.202668931071716,0.238289507600775,0.163476441843506,0.136311650956711,0.108475137871446,0.0522395655087481,0.0688372577564091,0.0842674210800751,0.198477092980406,0.187843646606867,0.153699248247734,0.162197946152029,0.0924378216677323
"O94766",0.563614454400872,0.336968580101343,0.0696224348054375,0.0129106615905858,0.00704094752990748,0.00478996137526565,0.00293057072148549,0.0021223894751032,0.591964914327842,0.274140157155111,0.100717460236119,0.0176771602694891,0.00675721214298012,0.00391149847011293,0.0021734860889143,0.00265811130943103,0.745906699831792,0.188047851755727,0.0349071596763556,0.01064036085643,0.00671529172914226,0.00580676359206301,0.00373174477639137,0.00424412778209871
"O94776",0.0154628455147402,0.0140141495210551,0.0202616765610105,0.227094650651368,0.274295530883658,0.188338644938009,0.150795334420722,0.109737167509436,0.0247374110579267,0.0210015526167692,0.0238485713186247,0.158322433747372,0.300159427492735,0.213878666686455,0.150369415612081,0.107682521468037,0.0217920024307121,0.0211290935581778,0.0410470718689355,0.179415304577822,0.239192831794617,0.225079732801701,0.158953270445741,0.113390692522293
"O94782",0.0905600992427799,0.048273634321532,0.0899184198562641,0.173106135208403,0.166560091808821,0.135175671377149,0.132273513674703,0.164132434510347,0.0607967326571784,0.0634175150435786,0.0590282838915706,0.152084616891124,0.192920660614442,0.183214316093341,0.145554535310471,0.142983339498295,0.0545815718221239,0.0564900747846433,0.0762495651067864,0.151484749008607,0.176002550660201,0.167993787076145,0.149269780300749,0.167927921240745
"O94804",0.161097005752523,0.108354735585795,0.0900837876947875,0.103243991527709,0.122562470927116,0.116509215811194,0.129139158721973,0.169009633978902,0.157893356907964,0.100543006539195,0.0753561388241139,0.0922924990309911,0.123365330867521,0.136406532556242,0.13295738008953,0.181185755184443,0.108970123927627,0.109224977282863,0.0693759286231758,0.0976080961111214,0.124338229267415,0.133944099499218,0.192912568641846,0.163625976646734
"O94808",0.0329973197421701,0.13160515879695,0.0414346001151758,0.0245843481858974,0.0890180481192146,0.162810513269008,0.221552300657717,0.295997711113868,0.0821099091689041,0.0689688111718084,0.0544053747665134,0.0444586034518335,0.0610765698808131,0.175987704746789,0.262790160574968,0.250202866238371,0.0803089882745698,0.072173037803359,0.0469588390843366,0.0373085848999251,0.0601431703610816,0.143265519970492,0.168803825040641,0.391038034565595
"O94817",0.227975898954108,0.0322049948856849,0.0849061712251844,0.0808088600964609,0.109625703507498,0.0797987895671278,0.0903894446350407,0.294290137128896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O94822",0.0618791378605573,0.0505350125247211,0.0542597981245758,0.0989455328831803,0.161916437507581,0.167797993556041,0.17525864236756,0.229407445175783,0.0482927491540052,0.0502463912937785,0.04578272438255,0.0852805723386994,0.162595767384854,0.219788657929472,0.21689850130684,0.171114636209801,0.0791889305644368,0.0763965614059122,0.0508524225942376,0.0725103917553717,0.119011071535437,0.184088059360107,0.148959271204356,0.268993291580143
"O94826",0.0924846177067929,0.723077202446573,0.139267489536799,0.0150923163888636,0.00865853355042007,0.010401167534848,0.00646493079835726,0.0045537420373466,0.319996432671049,0.449812650318908,0.180086554800596,0.0238470231123773,0.0100435775381971,0.00750967382705571,0.0037788365693191,0.0049252511624972,0.362326791837017,0.499933520519144,0.0886658424334541,0.0167601203535727,0.0113717905046423,0.00996391921481848,0.00623309156283844,0.00474492357451276
"O94829",0.0550260664170778,0.0309257523452717,0.0356459217102145,0.0591115144181817,0.0898956183723566,0.12521201943088,0.174224865327019,0.429958241978998,0.0450413915303044,0.0487947388238966,0.0402048597866722,0.0377599330724209,0.0830616309825921,0.168705728667979,0.241497611042661,0.334934106093474,0.0553337063980319,0.0446636324231626,0.0372049782179848,0.0422019773691963,0.0775653044204665,0.162934754333356,0.153219021598924,0.426876625238877
"O94830",0.195174163935721,0.0896017677638284,0.0950108104019219,0.117209856269789,0.141981609134256,0.110408092805222,0.113679137000519,0.136934562688742,0.128082124574952,0.0828918492452231,0.0843610677427182,0.10478063337558,0.138155445650315,0.148096335094128,0.129448706563947,0.184183837753137,NA,NA,NA,NA,NA,NA,NA,NA
"O94832",0.360019809654178,0.339534510453278,0.117744261209259,0.0302996625902404,0.0334147544631106,0.0389482287337754,0.0379548398491875,0.0420839330469715,0.26902226627204,0.329593403902353,0.156946619377553,0.0429445367802928,0.0402420772375857,0.0544367711385472,0.0527419238632783,0.0540724014283501,0.370950529913489,0.336610661989573,0.0876196480594179,0.0292133694435517,0.0330570656940808,0.0472010316241473,0.0403721533410676,0.0549755399346728
"O94842",0.0750704532407154,0.0480984937751898,0.0602041012182971,0.194518924905957,0.175488872183878,0.153417454904996,0.151602977028571,0.141598722742396,0.0437719432164887,0.0284336437342481,0.0665034967649299,0.208398829441664,0.190028179160531,0.167954981919003,0.144238834829056,0.150670090934079,0.0303100006051819,0.0293703789064224,0.0732212345583807,0.191258290561664,0.19186868771493,0.160037059771461,0.198403279589654,0.125531068292307
"O94851",0.339623760373811,0.458190591649581,0.129630140257322,0.029986978857908,0.0140905647919616,0.0114443057483081,0.0109478854431634,0.00608577287794433,0.341432462279861,0.369160291261249,0.17116915104225,0.0498392598756582,0.0237812177016814,0.0175028550733816,0.0143970649463896,0.01271769781953,0.491842838075852,0.348410436150146,0.0813102202742697,0.0282761480943957,0.0182553381319369,0.0122661201955159,0.0100793532913207,0.00955954578656382
"O94854",0.181925025108613,0.572224832688659,0.124202298685114,0.0423284907475078,0.025159177555642,0.018922130664381,0.0182050959399905,0.017032948610093,0.365886705961229,0.333217005797802,0.17030103349487,0.0619410465821042,0.0262500983577233,0.019051805932243,0.0119268696263736,0.0114254342476542,0.361997287744111,0.437968734541856,0.0952246200209339,0.0382156319127462,0.0240031116930866,0.0188710630715885,0.0146851866921437,0.00903436432353475
"O94855",0.0538582370791662,0.0301280089586209,0.0336766816191562,0.027706639115823,0.0411371870263396,0.0919350882080485,0.19718301235752,0.524375145635326,0.0538009090291994,0.0551787161785513,0.046298212486806,0.0392716864552656,0.0463321987619496,0.0996035796609651,0.246228384639817,0.413286312787446,0.0945539259792733,0.065955267260396,0.0566432533112497,0.0663389924881122,0.0590871984070824,0.0768082178568737,0.131980949716544,0.448632194980468
"O94856",0.217932868004956,0.561953041794621,0.129477063024192,0.0276214038736979,0.0252380996676948,0.0160306842723999,0.0141649278758253,0.00758191148661209,0.422811690893297,0.358814001907616,0.164729619698284,0.0287593135274967,0.0113477069896172,0.00746305732420413,0.00310188087111499,0.0029727287883693,0.502116916475996,0.38605168859569,0.0697123517572318,0.018889562413104,0.0118530997572782,0.00562566333265815,0.00309949147310333,0.00265122619493879
"O94864",0.070258191651583,0.0884810736180134,0.0736581400844825,0.079796386743316,0.162291040282359,0.163021117282061,0.214939597522037,0.147554452816147,0.0583433214911746,0.0582643897395254,0.0504875634654196,0.0891392943635154,0.131213043159645,0.18287865355421,0.22807553255667,0.201598201669841,0.0263515064595525,0.0350360973242081,0.0586047935126008,0.144662468860407,0.140972553281619,0.206937592125103,0.225728328144295,0.161706660292214
"O94874",0.309382459427479,0.446454554173854,0.16328904469636,0.0421310034086732,0.0159382424893867,0.0109135829810741,0.00733944027225084,0.00455167255092268,0.346734825557397,0.333119558845811,0.183136672907481,0.0696798062729509,0.0294500190008459,0.0168512621052076,0.0104273633732737,0.0106004919370329,0.51506944403482,0.300819707471318,0.0910824450385182,0.0422027124987268,0.0233608903657087,0.0131499046130407,0.00710860626348053,0.00720628971438692
"O94880",0.0508600198779865,0.068329235594862,0.0962686852842523,0.379340298397273,0.183924341079108,0.0982495451575799,0.0719256213052458,0.0511022533036924,0.0643067674995993,0.0496074275924117,0.0949378012598552,0.360041573265511,0.19056887478734,0.103051065872688,0.0772680625823639,0.0602184271402312,0.0420496856627665,0.0427875767255442,0.118054155036118,0.360351210932872,0.22303778238057,0.0909478989010662,0.0737231011205011,0.0490485892405614
"O94887",0.209016566926744,0.452616309270592,0.152728746883862,0.0516446108583084,0.0366580340196902,0.0359670440509807,0.0334753721400837,0.0278933158497391,0.282068070335143,0.336478650087622,0.170385739800989,0.0549370360607359,0.0416138514251372,0.042772121079641,0.0362350610723182,0.0355094701384134,0.336036189026667,0.386767844922038,0.104372124979021,0.0431133366042678,0.0333156650396683,0.0335370867165846,0.0317091524466818,0.0311486002650709
"O94888",0.141170880072853,0.0341948516395375,0.105971802702771,0.158274118678906,0.133732932166706,0.118563908896679,0.129532161864915,0.178559343977633,0.0738788560889857,0.0304718791729757,0.0772320014729424,0.158673542359613,0.161381095630803,0.151658063617588,0.144707013669397,0.201997547987696,0.0744407949129979,0.037742059070539,0.105810284389375,0.14841763564083,0.145398315723954,0.149349865869675,0.149314752668351,0.189526291724279
"O94901",0.063384973049273,0.140506472924521,0.0975782513450673,0.469790949491225,0.140304668269241,0.0499454869583773,0.0248327404936254,0.0136564574686703,0.0625602761221837,0.0810914242942041,0.0781327673946669,0.515174309193236,0.184678078038903,0.0462531517682263,0.0164830549931616,0.0156269381954183,0.0577554212471719,0.0869428511364307,0.123666710734328,0.418618420789071,0.220447216871074,0.0603424611528238,0.0190098693055218,0.0132170487635791
"O94903",0.132930279130855,0.104307923314328,0.0876290048732929,0.108232741311008,0.130199556639211,0.116979983442373,0.125837643668345,0.193882867620587,0.0861597187710037,0.0822193620197353,0.075264375724711,0.115087176942667,0.139129235884535,0.151732079605348,0.147716415867678,0.202691635184322,0.121821261884361,0.121129499797729,0.0807345534591326,0.0988780707798778,0.116969414452501,0.121548215094998,0.140319455262865,0.198599529268536
"O94905",0.349180850036205,0.419344357962513,0.145361986806777,0.0473501885878169,0.0174839561112781,0.0102800802505338,0.00575791494257084,0.0052406653023054,0.352064372179961,0.317391745899252,0.196495088825869,0.0802046321182051,0.029013377219512,0.0122265374895186,0.00559216037618802,0.00701208589149332,0.503581591175608,0.306618333226776,0.0906970040921393,0.0527866254571603,0.0272518476277345,0.0112344325673813,0.00444211477875811,0.00338805107444225
"O94906",0.0370656232479041,0.0517680378127511,0.0472433485666689,0.222968178833695,0.159054478500977,0.219461520374431,0.177002924098131,0.0854358885654412,0.0283142756691499,0.0395901418248663,0.0416059859535585,0.311460330239704,0.166582818829462,0.166413291088424,0.167817660433436,0.0782154959613999,0.0409674839867875,0.0373561287352663,0.0904303122728761,0.336346113924309,0.197995071709086,0.128735746761497,0.113526183410455,0.0546429591997231
"O94913",0.0380116275945237,0.0476001765309619,0.0398705677782789,0.0858264012251686,0.135698290733341,0.189189677750397,0.213537736242815,0.250265522144513,0.0665171238822935,0.0378805424932876,0.0425928157586535,0.0805297443504735,0.134732652632706,0.170410927190398,0.193235098644878,0.274101095047309,0.0921242592233496,0.0853286050729733,0.0564029851050295,0.0939616458054946,0.114841014362632,0.138415256421149,0.232007511613136,0.186918722396236
"O94915",0.107936758069437,0.0870980904535004,0.0463228652105767,0.301583024357496,0.212794049609615,0.102557589902271,0.0716419470503024,0.0700656753468021,0.0836974529960192,0.0880858301363744,0.0549894321143859,0.271049957186978,0.25973864201821,0.129905370669449,0.069375151963302,0.0431581629152822,0.108945986444668,0.084369888959869,0.0663910605777243,0.253390511817143,0.227643237400789,0.126640760595535,0.0666339420486846,0.0659846121555868
"O94916",0.068831821151947,0.0800645596445389,0.0692223878441505,0.131907080622152,0.168703206330748,0.156283955869793,0.169664741919949,0.155322246616722,0.10229606787397,0.0953617287207611,0.0954191483809851,0.111098020271672,0.124287416793208,0.155876136774724,0.159768666442497,0.155892814742182,0.0821148716398356,0.0707699798373002,0.0567044086314381,0.122071774636659,0.119062507474622,0.177274755303277,0.175930269353657,0.196071433123212
"O94919",0.614621586400779,0.270801304717727,0.0707723373758518,0.0113408881885117,0.00802173990723468,0.00842631044050942,0.00713447548727698,0.00888135748210948,0.52839311420276,0.298064853481837,0.121589885680973,0.0231724349290446,0.00971832420372191,0.00715775523756279,0.00588761282452281,0.00601601943957804,0.544713177507174,0.337914155584186,0.0703351316455093,0.0193695882131028,0.010797344407245,0.0082127403072464,0.0047915444662916,0.00386631786924479
"O94921",0.102384598483642,0.128928327532107,0.0874373822096782,0.10953163986241,0.119210907296742,0.127570034161996,0.140555028322171,0.184382082131255,0.0664045359279436,0.0846737400022816,0.066164854002186,0.0986367259142115,0.135949532595267,0.163580965106371,0.178412435923464,0.206177210528275,0.0691876794537701,0.0826275561188951,0.0720126533029181,0.114077490413505,0.122281219050207,0.138258712729021,0.148159675152226,0.253395013779458
"O94923",0.646974530105858,0.228906921433079,0.0493942551035786,0.0165711151980866,0.0118039778730735,0.0141547355103449,0.0179337815287773,0.0142606832472026,0.582461786788196,0.219648706890411,0.0976918874900092,0.0390865712136043,0.02144359210235,0.0151317379001073,0.0123918746343955,0.012143842980927,0.705688185977262,0.198384175391895,0.0396345859850988,0.0194421131660799,0.0119671300494523,0.00810249478047189,0.00937448787054769,0.007406826779193
"O94925",0.0565049349816542,0.751505872773423,0.133386680278892,0.0108568766573775,0.00713690959468003,0.00818256667275263,0.00549620840229831,0.0269299506389228,0.283869819041626,0.48593516123791,0.173376064817596,0.0244530544728244,0.0108931392821233,0.00880886849580124,0.00592212301772518,0.00674176963439367,0.344041539824873,0.515703732496549,0.0845890566528149,0.0209189517035206,0.0107264262322857,0.00818787010819192,0.00497877574051302,0.0108536472412522
"O94927",0.0542284747540989,0.0987061523002458,0.0479648202115745,0.0583156306031881,0.132548831195957,0.179266113761126,0.188503544474125,0.240466432699685,0.0963284001012144,0.111464641792437,0.062931524647009,0.0467626574659353,0.0848685334817539,0.175154038787956,0.210408201010782,0.212082002712912,0.104554949612168,0.141527831042766,0.0508545499847234,0.0530423026295314,0.0944444514874899,0.174812016606404,0.169184486668405,0.211579411968512
"O94952",0.0651537706461627,0.0342480514138071,0.0601827977741587,0.132842004606765,0.174606631351623,0.150679188044633,0.173994101221232,0.208293454941619,0.0917133481772431,0.038880024680193,0.0470443948248702,0.105272443125895,0.133439170083636,0.168947308093412,0.170673385466454,0.244029925548298,NA,NA,NA,NA,NA,NA,NA,NA
"O94966",0.148653225089152,0.159428084880898,0.0803906457366321,0.0750146243457426,0.115807206582313,0.119649964508609,0.125403555940676,0.175652692915978,0.173284072422249,0.141858609425458,0.097430004063304,0.0691083030714777,0.100649195651391,0.132120080590569,0.132489087539946,0.153060647235605,0.178786924281607,0.138823106449131,0.0669776790324366,0.0711503276348912,0.0957668845111278,0.13170301573038,0.125513472308601,0.191278590051824
"O94967",0.16785282157278,0.0761455702782294,0.0452451696719982,0.0744947432380366,0.120572182884731,0.157053840933141,0.148322605342959,0.210313066078125,0.119809396048839,0.0842718832439061,0.058753261076989,0.0473237625395738,0.103802967392756,0.208206524094709,0.204793294610935,0.173038910992292,0.171277177039643,0.0824150016663471,0.036045426152294,0.0598176719195044,0.103255343955321,0.158181874343662,0.160296952137554,0.228710552785675
"O94972",0.071380707812581,0.18344456721248,0.0963007408762516,0.1172687963128,0.174190941036977,0.15749028136184,0.10616329863477,0.0937606667523004,0.0688481227087137,0.117293230601488,0.0783255843728184,0.104685758709075,0.190431723250834,0.159924605396874,0.121050706046143,0.159440268914054,0.0774845444605421,0.121870563333636,0.0842865005182616,0.135188134055767,0.165035174316968,0.142573516181474,0.162187597643349,0.111373969490002
"O94973",0.228031586071331,0.179245665551089,0.0806685519323657,0.0734235070324326,0.0965972982984576,0.105627213447349,0.111420065816788,0.124986111850187,0.197625098942,0.159848850193802,0.0955154852792199,0.0614655938038573,0.0852109333950627,0.131903308882496,0.144085541515611,0.124345187987951,0.276317815686908,0.182421058193791,0.0655322461073359,0.0577336679207465,0.0773798053834514,0.106045573782152,0.0993116097562107,0.135258223169405
"O94979",0.0389293088905938,0.0276791262969452,0.0217205369630962,0.023531399936912,0.0614948279712937,0.145863024946002,0.243222088664236,0.437559686330922,0.0408091016326464,0.0447570290676429,0.0291203764545941,0.0212500184656304,0.0339649964322843,0.142677019125724,0.289673002147674,0.397748456673804,0.0495663895865803,0.0495104511256874,0.0328227184113487,0.0242875683821558,0.0338314854322756,0.117720334975813,0.200089158045651,0.492171894040488
