"","126.Rep1","127N.Rep1","127C.Rep1","128N.Rep1","128C.Rep1","129N.Rep1","129C.Rep1","130N.Rep1","126.Rep2","127N.Rep2","127C.Rep2","128N.Rep2","128C.Rep2","129N.Rep2","129C.Rep2","130N.Rep2","126.Rep3","127N.Rep3","127C.Rep3","128N.Rep3","128C.Rep3","129N.Rep3","129C.Rep3","130N.Rep3"
"A2RTX5",0.0280702845633545,0.0556321094014122,0.0283276003826061,0.0437810615918545,0.273938807775559,0.271777675594054,0.199299267682799,0.0991731930083606,0.0350126519634908,0.0466159714503647,0.0274059526164869,0.0265573530373682,0.180446729109686,0.345809926048061,0.225843009221722,0.11230840655282,0.0273829593951681,0.0521225085596939,0.0283538041218224,0.0353664780730126,0.15107597946393,0.289522878152079,0.234832369180434,0.181343023053859
"A3KMH1",0.0525240402727161,0.714518137527649,0.13871508826,0.0186391611361603,0.0135265555828688,0.0158760659958637,0.0122279557729397,0.0339729954518023,0.309391755092984,0.43682411485183,0.165352012593918,0.0348147221594268,0.0165386742419378,0.0134583257714218,0.0116932860298189,0.0119271092586625,0.277521584239582,0.530923839702948,0.0994751604831944,0.0296536072649974,0.0188180783760474,0.0180742841921071,0.0137924263461512,0.0117410193949728
"A3KN83",0.066733908487273,0.0369532715434332,0.0578494438820767,0.131601615020628,0.172966458987745,0.15480108920012,0.163587343149096,0.215506869729629,0.0550454227980068,0.0485639677704453,0.0407174475570013,0.0930726752310304,0.170385615767791,0.192264856227872,0.182817026162578,0.217132988485275,0.039547118789397,0.0389325006022212,0.0433233734259577,0.108421281465536,0.160304211978765,0.19789434439359,0.168653458842879,0.242923710501654
"A4D1E9",0.0590337874129552,0.772033803573684,0.133331591351341,0.0137164976115735,0.00572637715340818,0.00867758949522813,0.00476921558193352,0.0027111378198762,0.316507975880803,0.470017378767887,0.166340247000286,0.0236313685318865,0.00826324656564495,0.00735641210843095,0.00460794698730801,0.00327542415775376,0.294302146646088,0.531722567522322,0.101548671668697,0.0240968117386844,0.0145171617086887,0.0135269806138688,0.0108301965201278,0.00945546358152364
"A4D1P6",0.277602771301541,0.133620963078735,0.0689235416155741,0.0655104633558168,0.140598260145194,0.136532323813096,0.105624754194978,0.0715869224950649,0.260558021746808,0.175100846621414,0.0735810462102456,0.0262059709425237,0.118843424805244,0.164948615229143,0.117503346994355,0.0632587274502662,0.319791969664175,0.121538317465337,0.0469001557945278,0.0332009791289785,0.0921208099485401,0.161771336519235,0.126809890428783,0.0978665410504228
"A4D1U4",0.813788001033313,0.098812918810113,0.028890529265707,0.0152576846600987,0.0114831322768566,0.0097489946151198,0.00797817299070834,0.0140405663480834,0.640339883097712,0.171155811287449,0.0725592283099413,0.0239911383906445,0.0216614780073825,0.0270044585332166,0.0225772595347139,0.0207107428389404,NA,NA,NA,NA,NA,NA,NA,NA
"A5PLL7",0.421629875893581,0.337759051770409,0.13234515566809,0.0542290543947502,0.0210106615848702,0.0133542743107539,0.0103450031743483,0.00932692320319822,0.292017139721781,0.301403255453014,0.160558543829656,0.0787107556342464,0.0428124070644085,0.0471421387735909,0.0453797654148897,0.0319759941084131,0.626767479215037,0.183803485039069,0.0693479768388486,0.0449251153648995,0.0303791024781097,0.018558617260532,0.012316530825178,0.0139016929783266
"A5PLN9",0.078271864461787,0.0569556285423257,0.0375035112114674,0.0474324060501154,0.125151032339274,0.171133550481549,0.18135121719707,0.302200789716411,0.0980863604683741,0.0677386304959855,0.0610027102548893,0.0497005951437684,0.112012288061177,0.214619637266754,0.177089241975966,0.219750536333086,0.102017852818544,0.0539681230109772,0.0460482221484357,0.0506002101295953,0.0864133314820662,0.153157422619638,0.1737978083599,0.333997029430843
"A5YKK6",0.0474597343285899,0.103500881588647,0.0473663673616419,0.0465657665676535,0.160585131408695,0.203206410910911,0.207427666817315,0.183888041016546,0.0818006810846012,0.109600174670914,0.0660311986243655,0.0371462361147428,0.100208297483086,0.218507389300246,0.22894767112513,0.157758351596914,0.0897465939613473,0.139709019880251,0.0560786078042829,0.040835994829174,0.0993667150328551,0.192637039844458,0.175499026715942,0.20612700193169
"A6ND36",0.121953922106967,0.133181602114076,0.070867576776171,0.11509711148572,0.165825102140137,0.134489947562916,0.129116649900028,0.129468087913986,0.0912602414852091,0.117827147634325,0.0854621549633886,0.106661202961749,0.173825653753519,0.151502558604606,0.139690347924379,0.133770692672823,0.179113330393932,0.105458867026573,0.0794683488611517,0.117296606521852,0.138156454260412,0.137371140645019,0.118244450434105,0.124890801856953
"A6NDB9",0.423988671608766,0.422993710014532,0.106241521736827,0.0170134685149406,0.00994125213722111,0.00828647920024074,0.00571271044384855,0.00582218634362349,0.49030647296066,0.277501882574592,0.154380572887579,0.0329694393762418,0.0152388619967046,0.0118958019684949,0.00883718451727793,0.00886978371844965,0.597844370248511,0.236746921166518,0.0775668362940394,0.035299166908816,0.0173145471007899,0.0139497776880736,0.0114539294727482,0.00982445112050349
"A6NDG6",0.0701075477360353,0.0200709894120639,0.0368289118490547,0.0427345603972745,0.0829769812703477,0.111006148291486,0.198781730742476,0.437493130301262,0.0365968748596628,0.021473609847431,0.0276186731469718,0.0349520610392014,0.0789510601695412,0.147421404578225,0.244274389124918,0.408711927234049,0.0392646554994962,0.0347592565843761,0.0322406072450706,0.0369622112151154,0.0637464413163726,0.132028066033364,0.167619842489611,0.493378919616594
"A6NDU8",0.127494877778136,0.0727746902875512,0.104030365813073,0.13206272182905,0.120280681664336,0.12642182987659,0.139414880302887,0.177519952448377,0.045446002678037,0.0444141664865208,0.0803995342535459,0.14070998706234,0.135334152454017,0.155052835718618,0.156978747022849,0.241664574324073,0.0894743682394832,0.0647611424647288,0.0910166186455967,0.119638071676168,0.115558143727484,0.16466536062181,0.154451860860109,0.20043443376462
"A6NFI3",0.0634917877005622,0.0784833245670014,0.0725950541936118,0.166190908295721,0.156740782405487,0.145531336345923,0.186086669909981,0.130880136581713,0.0184717459011341,0.0278622997431605,0.0285894294952644,0.219946081690971,0.245712023537564,0.174677273512991,0.149239061141362,0.135502084977554,0.013467606978124,0.013138884308305,0.0620722475613793,0.215671168999389,0.215886519833217,0.18551611117904,0.173105167022199,0.121142294118346
"A6NHR9",0.0275905216646702,0.0268841409374382,0.0363540356019888,0.102583672751542,0.186690379686634,0.187185351441522,0.191186077244569,0.241525820671636,0.0270395782755023,0.0290001142997266,0.0273487290277638,0.0615635237098856,0.141066962430187,0.23553145252495,0.23860562365299,0.239844016078995,0.0309490415380309,0.0363327041697258,0.0318427533362296,0.0749071619934374,0.147193480496897,0.227274345188408,0.186835201912834,0.264665311364437
"A6NHX0",0.132147988449248,0.0514189031650775,0.0893980462592076,0.135879117242122,0.13395471869992,0.127553827346744,0.12937943052994,0.200267968307742,0.0905492269592584,0.0865416591664303,0.0991750047310958,0.130379503761784,0.146325282138112,0.151170727395599,0.13219709497465,0.163661500873071,0.100603607452638,0.0315717054310338,0.105953733243308,0.124221492728739,0.131126247134916,0.144107648882868,0.111275900024537,0.251139665101961
"A6NIH7",0.166024520463702,0.0745921076637335,0.101332161109479,0.118495228980198,0.119798825346376,0.117453708241804,0.123972552043174,0.178330896151534,0.0587834143247068,0.0596208780105674,0.0771822944459366,0.119174165046559,0.143379288724647,0.154582871748787,0.160501970468152,0.226775117230645,0.113589030615078,0.0662789803631147,0.0898225713269948,0.116196810043529,0.118639240047784,0.130195696053823,0.183797560913645,0.181480110636032
"A6NJ78",0.0611657931771027,0.77710840324949,0.118982141552702,0.0131523946509923,0.00879738613736916,0.0127464719818177,0.00530789646272537,0.00273951278780128,0.307781097692092,0.402964491163528,0.169984349994594,0.0409382442344215,0.022015367823679,0.01828304271466,0.0197167393498225,0.018316667027203,0.244305847381098,0.580526061996501,0.106800646388511,0.0216821253549841,0.0170078522639017,0.0137615553219739,0.0112336797002195,0.00468223159281026
"A6NKD9",0.084578525641572,0.196915376628594,0.0799642554187956,0.076112694871044,0.0817550951310151,0.132548782220245,0.156720699306844,0.19140457078189,0.104824006761437,0.142203736292099,0.0859195066174338,0.0653176769445804,0.0827850591146169,0.119105754293622,0.177430167744569,0.222414092231642,0.218804648026359,0.193313624305677,0.0689791243416154,0.0411522352747592,0.0509473102267074,0.101968198710003,0.143226660622076,0.181608198492803
"A6NKF1",0.0766534350113872,0.0473839503558254,0.0608746306929544,0.0999305443141138,0.131164375019914,0.142046168712779,0.161223657851621,0.280723238041405,0.0548261454610921,0.0496333688420642,0.06360286661196,0.0953442138094533,0.131946903336634,0.176476669023928,0.19287696464073,0.235292868274138,0.0655033748963944,0.079564644780705,0.0629886046098591,0.0908939219476437,0.119152953640344,0.158105754079675,0.17737248204597,0.246418263999409
"A7MCY6",0.0668378034691814,0.0835037803469415,0.0447278461855392,0.0451734408747637,0.0959660326713637,0.180034912990249,0.21319253561857,0.270563647843391,NA,NA,NA,NA,NA,NA,NA,NA,0.0821555470824439,0.163326991194522,0.0769657264957713,0.0491557442142305,0.0636543238888471,0.128297653431999,0.180567140105139,0.255876873587048
"A8MXV4",0.0781952231903811,0.680399615869313,0.152413457989912,0.0285383402577679,0.00956509952940861,0.0182016434506406,0.0165446343259561,0.0161419853866206,0.290913945350423,0.407964775148865,0.155652468251637,0.0445900584198352,0.0276667107723671,0.024218654337865,0.0233542601820823,0.025639127536925,0.281283842648177,0.48193375273537,0.0995971820612044,0.0343920626000097,0.0205357349560495,0.0271273521600965,0.0215010153152642,0.0336290575238294
"A8MYA2",0.0764140241008686,0.115111989445211,0.0766857365345231,0.0777651680293382,0.103763347806291,0.147002623741058,0.192804315764164,0.210452794578546,0.0847016747510247,0.0806613932712701,0.0804545009549856,0.082257421027681,0.0920191139540221,0.12777891965334,0.213632944278406,0.238494032109271,0.127183816128224,0.133229718465194,0.0822780277528239,0.0828047096003424,0.0785002076622685,0.104701981881611,0.211502972408512,0.179798566101023
"A9UHW6",0.0613131950480561,0.0930782649337028,0.0612043617790652,0.0974804870203036,0.139776943068786,0.162608692030315,0.166086965281152,0.21845109083862,0.0705089684630782,0.0616891746415948,0.0552709134572823,0.0841419781516194,0.110627664183599,0.164296683905789,0.204301950744737,0.249162666452301,0.0534587041011588,0.0798331560069671,0.0473072494722814,0.0753251395840435,0.115361780638629,0.152999702692271,0.199759638279642,0.275954629225007
"B3KU38",0.287683914458119,0.0908254112813059,0.0921437257965917,0.10103868449435,0.0946775749743562,0.0885131185297636,0.100772829282661,0.144344741182852,0.121967365713278,0.0697869493416057,0.0933906985585341,0.124557082140382,0.14134595144432,0.127676778247387,0.143593734143784,0.17768144041071,0.289435797148591,0.0714161086415329,0.0794087645326065,0.101504731445603,0.0980117326075262,0.11695276996669,0.102525686362901,0.14074440929455
"E9PAV3",0.418145673122527,0.0513425295537528,0.181133985819539,0.0974774422331635,0.053508994315043,0.0562234963200225,0.0624003652627104,0.0797675133732418,0.149177217177335,0.0475870064198417,0.236649683098564,0.175217193982149,0.0983685117549457,0.0761498423191574,0.108176263149104,0.108674282098902,0.401715908623779,0.0535579994421262,0.165426481730032,0.0970336596720945,0.0709684693187627,0.0610897936032309,0.07187798921844,0.0783296983915352
"E9PRG8",0.0904300181950095,0.128658120543922,0.138155087477284,0.129106735760159,0.0621348732253279,0.114847439433572,0.208677924094701,0.127989801270024,0.0917048475876645,0.0986761985006099,0.141942543053763,0.2005222266687,0.0804378110173445,0.0765096330769768,0.175355160679992,0.13485157941495,0.123902919853045,0.116228785853069,0.117357815004359,0.16579391404857,0.0899726513707058,0.0657682706815679,0.193708638905358,0.127267004283326
"O00115",0.580884276274393,0.31911570720543,0.071218957329789,0.0054890246195332,0.00427812186832494,0.00785981878804794,0.00536602946951588,0.0057880644449659,0.484042501224661,0.343561115454983,0.122029672200335,0.0192692914432307,0.00847912884101868,0.00802421098905122,0.00687540583247952,0.00771867401424112,0.779402264952634,0.170821844139314,0.0313469178960566,0.00611893999710929,0.00407727060637945,0.00368280903131301,0.00181365578127895,0.00273629759591503
"O00116",0.10444162783425,0.56182365558962,0.241565129306297,0.0454729657720461,0.0142786550387892,0.0131703809615846,0.0104171209047477,0.00883046459266516,0.220885166481305,0.428579285789561,0.221747300025919,0.0655451044878486,0.025821052026377,0.0134281161208031,0.0112630545437033,0.0127309205244831,0.332836973021962,0.451952864895983,0.124910256850972,0.0367274579517808,0.0179764963184554,0.0137559971938424,0.010959136724037,0.0108808170429674
"O00139",0.101255372442873,0.0774876383713199,0.0802296071409371,0.17718006151353,0.146338772018113,0.133556049422785,0.146706933289319,0.137245565801122,0.116836125022637,0.0767386931123836,0.0885470007328493,0.164817262724159,0.142052233719936,0.139427794723461,0.139041426803741,0.132539463160833,0.0964056806859641,0.0970938350342303,0.0892311252804949,0.214330716526901,0.160192469095855,0.120166089303869,0.137840950993627,0.0847391330790587
"O00142",0.0548981876258593,0.765058077836731,0.135621557847772,0.014127661962521,0.00836479948379805,0.0121077674013176,0.0043901037137454,0.00543184412825566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O00148",0.204709870408345,0.0377891291905779,0.112056049563866,0.104845463516446,0.12813901954544,0.10451273405258,0.124597455206778,0.183350278515966,0.101752542177184,0.0334426554462565,0.173352374298543,0.153502758649097,0.139632637636484,0.124202714465303,0.114437131452944,0.159677185874189,0.169052043774129,0.0381464859779592,0.109882779790711,0.110538736845166,0.116095577397609,0.128988780718611,0.105994564092429,0.221301031403387
"O00151",0.238976538613141,0.0627567125769837,0.0984537391371717,0.0835095669328468,0.0855340345877594,0.0952476138918048,0.112771226174717,0.222750568085575,0.0846112932353202,0.0527018175300093,0.0833225178089608,0.102852734370482,0.124136077979458,0.132095963778481,0.153097121990292,0.267182473306997,0.0980407576887059,0.067705225156151,0.0925628374129393,0.113953355487429,0.0929020148758563,0.159903744770472,0.151886218114339,0.223045846494108
"O00154",0.10126861657635,0.0333920205997888,0.0493481597418389,0.0752684615858515,0.105396578041007,0.128195936348848,0.151689316586894,0.355440910519421,0.0402798357740628,0.0291247164586495,0.0393020766952561,0.0736818579942097,0.11354223808823,0.151561123092026,0.200180011099537,0.352328140798029,0.0513291945280875,0.0373236916317644,0.0440652989991568,0.0673651458136931,0.106522269184962,0.149747811057596,0.183389227585043,0.360257361199698
"O00159",0.389598507826992,0.359189601275227,0.109051164347919,0.0305029552794642,0.0281465934976491,0.0294023767801927,0.0260389328894359,0.02806986810312,0.351105330790701,0.333174754689064,0.14461254881276,0.0331755239336121,0.0320675987977722,0.0361709370128384,0.0338843158894537,0.0358089900737989,0.473764645668914,0.341602345112362,0.0741055029126943,0.0243808599445291,0.0216171102718865,0.023817040932447,0.0175428958775483,0.0231695992796186
"O00161",0.337310871330223,0.424524098209889,0.120618960784269,0.0280563804104615,0.0219809301950363,0.0224580339077649,0.0236612996621176,0.0213894255002395,0.342618877379315,0.318915132712955,0.196390669613456,0.0406029805013059,0.0281380858559987,0.0240313388542565,0.0227730927219381,0.0265298223607751,0.597088773180102,0.244622637682325,0.0692590638652105,0.0248924505152015,0.0179113162721473,0.0165324130049341,0.0152575237091356,0.0144358217709442
"O00165",0.0556057236553315,0.735495220531329,0.123471676850842,0.0209078234062189,0.0153246138995305,0.0167645847312565,0.0152907834896785,0.0171395734358125,0.389241971189218,0.398417117597018,0.165745830032987,0.0216567324420397,0.00909714944486928,0.0066422609834298,0.00496008829776409,0.00423885001267435,0.287633127067348,0.554868122089748,0.100187502322979,0.0201311491253153,0.01337466723606,0.0105222348719383,0.00614670923197186,0.00713648805464008
"O00170",0.13790727087174,0.0491777927876215,0.0570602067766006,0.0730119541633548,0.0973331521656432,0.116071327658479,0.15531446362367,0.314123831952891,0.0697453196305914,0.0520581942804715,0.0542016397513089,0.0820638836309232,0.109985280870696,0.145560704956801,0.189866029414983,0.296518947464224,0.119917909285763,0.0486406346412905,0.0543062988754089,0.0733887583097891,0.093044066716905,0.136329835966665,0.167565191692367,0.306807304511812
"O00178",0.0863408723470293,0.034948056959732,0.0490151556292118,0.0658538573819767,0.100314107866205,0.13541777854527,0.193462345907817,0.334647825362758,0.0648655032171842,0.0810149577595578,0.0492564155774993,0.0681734462902064,0.0990260179572258,0.146743578394254,0.212366156950231,0.278553923853841,0.0632443126496654,0.0462264139659994,0.0539728023927144,0.0751631396812062,0.0917368747447883,0.159869110342235,0.17479500218425,0.334992344039142
"O00186",0.448872932035686,0.35446794472069,0.121391735620278,0.022654273270939,0.0148564817458904,0.0136932674208206,0.0136961539307266,0.0103672112549695,0.358802356876798,0.371752562739302,0.160000337513397,0.0381595958941122,0.0196793359093798,0.0171416030684504,0.0159840906513376,0.0184801173472226,0.580977494482793,0.276321826974914,0.0711696060929718,0.0220654505467529,0.0139420765029077,0.0125384503019992,0.0105160337956395,0.0124690613020213
"O00192",0.312139209177785,0.497981580421801,0.124668456436372,0.018075209870533,0.0118352619771718,0.01389968674921,0.0116331958056974,0.00976739956142977,0.363573533617307,0.385924673939159,0.156996597817129,0.0290767113248819,0.0169026996541451,0.0166054094037756,0.0142073258749962,0.0167130483686067,0.479890408970434,0.382849249338988,0.0790475565787052,0.0169555367214488,0.0114655395454255,0.0115576652508449,0.0100032763142492,0.0082307672799043
"O00193",0.231742723734845,0.0457165351370119,0.152056752543923,0.117055852613705,0.10009075372164,0.0968824898679138,0.10444383295989,0.152011059421071,0.103405967281975,0.0296854575575198,0.172633268138874,0.130988188094964,0.126461057608451,0.108686319694112,0.113504737413029,0.214635004211076,0.296925115231192,0.0210299775271231,0.13991761618115,0.104363273525829,0.0880511367584224,0.104169191208169,0.113913709892404,0.131629979675711
"O00203",0.481487097720964,0.0467377852891952,0.0403202339739911,0.113515531552258,0.10579173962366,0.0710156835037734,0.065614320407358,0.0755176079288014,0.260597578654141,0.0793283055737351,0.0613730627259696,0.144961009237031,0.168284318979453,0.121366106526474,0.0917541055020389,0.0723355128011583,0.463293673971811,0.0543351416297214,0.052811975586715,0.105253629312358,0.106270857695319,0.0820757792185886,0.0674280124188511,0.0685309301666358
"O00213",0.311760378823178,0.0711230896292828,0.0911223132223157,0.0858167337510026,0.0858985253650393,0.0857535416645651,0.103772806507686,0.164752611036931,0.12509508935961,0.0737176559072451,0.0908069628946965,0.0956286723359456,0.129436693447642,0.152807612500054,0.140271486797267,0.19223582675754,0.270937511863912,0.0680372341031276,0.0770759546452755,0.0790544169819201,0.0906436680917065,0.116811305242348,0.120144784507337,0.177295124564374
"O00214",0.535167655561364,0.345034067603031,0.0933912308668349,0.0119082875010248,0.00439081920075429,0.00455993809095943,0.00301767252619019,0.00253032864984146,0.456464909834346,0.315143915512677,0.167914847153236,0.025517208369457,0.00957360999224612,0.00948823516594903,0.00624601879960702,0.00965125517248263,0.554857286049796,0.314651579834166,0.0822182777439727,0.0168169365601319,0.0113946201507457,0.00771226230612843,0.00510260286128692,0.00724643449377224
"O00217",0.0508357919285683,0.778520028175873,0.131444270926598,0.0193961863149204,0.00775918163710046,0.00522554669562573,0.00501847846102421,0.00180051586028968,0.255437832428523,0.48301184729415,0.180084806889333,0.0425941885036494,0.0171478572350794,0.0130620252788944,0.00573423745156838,0.00292720491880252,0.36915331825624,0.506388518196785,0.0837798825222959,0.0143851042644289,0.00976168463160185,0.00931280354251001,0.00451619195396328,0.00270249663217492
"O00231",0.0498007997709227,0.0282383107095506,0.0248251915647005,0.182199959755415,0.267695774833427,0.188983307275029,0.134235398228224,0.124021257862731,0.0343921118046965,0.0352777495401472,0.0246017335946977,0.111595249461432,0.324417183905172,0.227326234108594,0.138914176479447,0.103475561105813,0.0538924836765473,0.0335553598093077,0.031301595887633,0.12927803774688,0.244417302667133,0.243189909220886,0.137376256529475,0.126989054462138
"O00232",0.024544771744345,0.028742721705933,0.0192651498115057,0.189475558796034,0.319071856931624,0.190228955885934,0.129123055672859,0.0995479294517653,0.0204723553094634,0.0288955221083813,0.0200337512284985,0.119161924013377,0.348611846182599,0.25702016731473,0.137271050201155,0.0685333836417962,0.10129687314319,0.0520870518541663,0.0295576138030776,0.128456207969784,0.266121480299666,0.208919174766884,0.108743609170984,0.104817988992247
"O00233",0.0883285874395905,0.0388827625389005,0.046204566679655,0.0734316423247144,0.134682042698647,0.151242995015326,0.174479816436287,0.29274758686688,0.0496459813245848,0.0396849965654777,0.0380024130813796,0.0549720931751328,0.119467356125488,0.175475406818597,0.223050553235926,0.299701199673415,0.0811537873739505,0.0527390040681591,0.0386736105421821,0.0664513311605513,0.114427223792685,0.161152993529739,0.222951517463659,0.262450532069074
"O00255",0.0916986654614061,0.044473257870876,0.0775745963738668,0.174020537238827,0.137905925781617,0.142614928389097,0.164197982194807,0.167514106689503,0.0350734212929616,0.055528482785928,0.0819656477089867,0.260139895545339,0.171059243471401,0.137470133935749,0.121902883328579,0.136860291931055,0.0440352076850242,0.0391497416273649,0.0988437816431742,0.25260805959467,0.166208782677281,0.12857974395752,0.120134820553419,0.150439862261547
"O00264",0.33551352761189,0.46421082589164,0.129686625390847,0.0396512614620362,0.0139375666782471,0.0074593071534449,0.00417485402620637,0.00536603178568816,0.43064272022901,0.325381026381139,0.143831580992971,0.0681426562948136,0.0208586253862,0.00583480354987841,0.00245045289446121,0.00285813427152645,0.511616092584968,0.32892551118919,0.0684919647397459,0.0463362030559858,0.0264852301566798,0.00980464079470193,0.00284715545994612,0.00549320201878189
"O00267",0.0486230019331743,0.0302399824062445,0.0464600574299003,0.0969613739837105,0.148449967005744,0.160069546531962,0.18311590108043,0.286080169628835,0.0370373072447181,0.0253211312737105,0.0500187987324689,0.100789189847152,0.157373460143149,0.189856736271024,0.194204018032152,0.245399358455625,0.0406463134383153,0.0222023043326855,0.045833736239252,0.0920172649301644,0.128717124565285,0.187684287980509,0.190255328919461,0.292643639594328
"O00268",0.0329612856254347,0.0487725548936175,0.0506205193676438,0.413407092299308,0.211433316607397,0.115721577540515,0.0798296437792419,0.0472540098868415,0.0412819966223395,0.037335152965147,0.0449755932362464,0.450013752593427,0.214070765699814,0.103039455544808,0.0645426473737046,0.0447406359645141,0.040419239783246,0.0449150158330992,0.0944696944496819,0.340954225540165,0.222305411198565,0.111960485852551,0.0744764775248179,0.0704994498178746
"O00273",0.276735095025251,0.0370450613298406,0.128178031406755,0.1206231981949,0.0919890371723624,0.0816203417378931,0.0980154980312074,0.16579373710179,0.0879574722241155,0.0332692752064437,0.125503669237352,0.177258281220013,0.140345976328366,0.125637589598881,0.127813292355029,0.1822144438298,0.205024142921639,0.0310676794570006,0.13121397243814,0.134418914076465,0.112908714220467,0.122418726870943,0.109805510272059,0.153142339743285
"O00291",0.120671056766434,0.103894498836281,0.172640632346836,0.142503032850922,0.118558518297619,0.0963538268546956,0.108052970862039,0.137325463185175,0.111166757508619,0.0906289044822536,0.140694485719033,0.132167959470993,0.136673473201126,0.135435810982579,0.118968692418491,0.134263916216905,0.125430868015232,0.10096983097033,0.106000241170765,0.110913428577983,0.137023039607916,0.149012411516003,0.124108551698153,0.146541628443617
"O00299",0.243906986450469,0.0436022374936135,0.131585013081855,0.119925498773255,0.0950014610583551,0.0897852383301618,0.0981029818984875,0.178090582913803,0.0826994965156642,0.0368064403459239,0.124982816248458,0.15021716189811,0.128263522147908,0.127504781895579,0.139895808791132,0.209629972157224,0.160966571581471,0.0428831894723695,0.136155016640863,0.119467522543355,0.117150542439151,0.112861173304536,0.103385259849742,0.207130724168512
